Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr),source_file
03/03/2026 15:00,H Q,61844,71.1,0.36,0.0,20260303damlbmp_zone.csv
03/03/2026 15:00,HUD VL,61758,66.63,3.04,7.15,20260303damlbmp_zone.csv
03/03/2026 15:00,LONGIL,61762,104.89,5.66,-28.49,20260303damlbmp_zone.csv
03/03/2026 15:00,MHK VL,61756,72.46,1.84,0.12,20260303damlbmp_zone.csv
03/03/2026 15:00,MILLWD,61759,95.04,3.96,-20.34,20260303damlbmp_zone.csv
03/03/2026 15:00,N.Y.C.,61761,103.9,4.53,-28.63,20260303damlbmp_zone.csv
03/03/2026 15:00,NORTH,61755,71.8,1.06,0.0,20260303damlbmp_zone.csv
03/03/2026 15:00,NPX,61845,75.83,2.69,-2.4,20260303damlbmp_zone.csv
03/03/2026 15:00,O H,61846,60.7,-9.97,0.07,20260303damlbmp_zone.csv
03/03/2026 15:00,PJM,61847,54.8,-2.69,13.25,20260303damlbmp_zone.csv
03/03/2026 15:00,WEST,61752,61.61,-9.06,0.08,20260303damlbmp_zone.csv
03/03/2026 16:00,CAPITL,61757,70.28,2.66,-1.18,20260303damlbmp_zone.csv
03/03/2026 16:00,CENTRL,61754,64.91,-1.53,0.0,20260303damlbmp_zone.csv
03/03/2026 16:00,DUNWOD,61760,101.75,4.05,-31.26,20260303damlbmp_zone.csv
03/03/2026 16:00,GENESE,61753,62.92,-3.52,0.0,20260303damlbmp_zone.csv
03/03/2026 16:00,H Q,61844,66.77,0.33,0.0,20260303damlbmp_zone.csv
03/03/2026 16:00,HUD VL,61758,62.63,2.85,6.66,20260303damlbmp_zone.csv
03/03/2026 16:00,LONGIL,61762,102.69,5.32,-30.93,20260303damlbmp_zone.csv
03/03/2026 16:00,MHK VL,61756,68.23,1.79,0.0,20260303damlbmp_zone.csv
03/03/2026 16:00,MILLWD,61759,92.44,3.65,-22.35,20260303damlbmp_zone.csv
03/03/2026 16:00,N.Y.C.,61761,101.71,4.19,-31.08,20260303damlbmp_zone.csv
03/03/2026 16:00,NORTH,61755,67.37,0.93,0.0,20260303damlbmp_zone.csv
03/03/2026 16:00,NPX,61845,74.5,2.59,-5.47,20260303damlbmp_zone.csv
03/03/2026 16:00,O H,61846,58.0,-8.44,0.0,20260303damlbmp_zone.csv
03/03/2026 16:00,PJM,61847,59.75,-1.86,4.83,20260303damlbmp_zone.csv
03/03/2026 16:00,WEST,61752,59.33,-7.11,0.0,20260303damlbmp_zone.csv
03/03/2026 17:00,CAPITL,61757,80.64,3.33,-1.59,20260303damlbmp_zone.csv
03/03/2026 17:00,CENTRL,61754,74.27,-1.44,0.0,20260303damlbmp_zone.csv
03/03/2026 17:00,DUNWOD,61760,99.13,5.0,-18.42,20260303damlbmp_zone.csv
03/03/2026 17:00,GENESE,61753,71.93,-3.78,0.0,20260303damlbmp_zone.csv
03/03/2026 17:00,H Q,61844,75.79,0.08,0.0,20260303damlbmp_zone.csv
03/03/2026 17:00,HUD VL,61758,70.59,3.56,8.68,20260303damlbmp_zone.csv
03/03/2026 17:00,LONGIL,61762,100.54,6.58,-18.24,20260303damlbmp_zone.csv
03/03/2026 17:00,MHK VL,61756,77.42,2.42,0.72,20260303damlbmp_zone.csv
03/03/2026 17:00,MILLWD,61759,94.1,4.47,-13.92,20260303damlbmp_zone.csv
03/03/2026 17:00,N.Y.C.,61761,99.1,5.07,-18.31,20260303damlbmp_zone.csv
03/03/2026 17:00,NORTH,61755,76.25,0.53,0.0,20260303damlbmp_zone.csv
03/03/2026 17:00,NPX,61845,98.6,3.18,-19.7,20260303damlbmp_zone.csv
03/03/2026 17:00,O H,61846,66.4,-9.32,0.0,20260303damlbmp_zone.csv
03/03/2026 17:00,PJM,61847,66.3,-1.67,7.75,20260303damlbmp_zone.csv
03/03/2026 17:00,WEST,61752,67.92,-7.8,0.0,20260303damlbmp_zone.csv
03/03/2026 18:00,CAPITL,61757,81.11,3.5,-1.58,20260303damlbmp_zone.csv
03/03/2026 18:00,CENTRL,61754,75.04,-0.99,0.0,20260303damlbmp_zone.csv
03/03/2026 18:00,DUNWOD,61760,94.75,4.94,-13.79,20260303damlbmp_zone.csv
03/03/2026 18:00,GENESE,61753,72.76,-3.27,0.0,20260303damlbmp_zone.csv
03/03/2026 18:00,H Q,61844,75.95,-0.08,0.0,20260303damlbmp_zone.csv
03/03/2026 18:00,HUD VL,61758,71.35,3.57,8.25,20260303damlbmp_zone.csv
03/03/2026 18:00,LONGIL,61762,96.26,6.54,-13.69,20260303damlbmp_zone.csv
03/03/2026 18:00,MHK VL,61756,77.92,2.73,0.84,20260303damlbmp_zone.csv
03/03/2026 18:00,MILLWD,61759,91.17,4.33,-10.81,20260303damlbmp_zone.csv
03/03/2026 18:00,N.Y.C.,61761,94.54,4.79,-13.72,20260303damlbmp_zone.csv
03/03/2026 18:00,NORTH,61755,76.33,0.31,0.0,20260303damlbmp_zone.csv
03/03/2026 18:00,NPX,61845,91.1,3.19,-11.88,20260303damlbmp_zone.csv
03/03/2026 18:00,O H,61846,67.81,-8.21,0.0,20260303damlbmp_zone.csv
03/03/2026 18:00,PJM,61847,66.69,-1.37,7.97,20260303damlbmp_zone.csv
03/03/2026 18:00,WEST,61752,69.49,-6.54,0.0,20260303damlbmp_zone.csv
03/03/2026 19:00,CAPITL,61757,79.04,3.13,-1.36,20260303damlbmp_zone.csv
03/03/2026 19:00,CENTRL,61754,73.5,-1.04,0.0,20260303damlbmp_zone.csv
03/03/2026 19:00,DUNWOD,61760,90.61,4.17,-11.89,20260303damlbmp_zone.csv
03/03/2026 19:00,GENESE,61753,71.35,-3.2,0.0,20260303damlbmp_zone.csv
03/03/2026 19:00,H Q,61844,74.85,0.3,0.0,20260303damlbmp_zone.csv
03/03/2026 19:00,HUD VL,61758,70.34,2.9,7.11,20260303damlbmp_zone.csv
03/03/2026 19:00,LONGIL,61762,92.08,5.74,-11.79,20260303damlbmp_zone.csv
03/03/2026 19:00,MHK VL,61756,76.73,2.9,0.72,20260303damlbmp_zone.csv
03/03/2026 19:00,MILLWD,61759,87.45,3.58,-9.32,20260303damlbmp_zone.csv
03/03/2026 19:00,N.Y.C.,61761,90.55,4.17,-11.83,20260303damlbmp_zone.csv
03/03/2026 19:00,NORTH,61755,75.29,0.75,0.0,20260303damlbmp_zone.csv
03/03/2026 19:00,NPX,61845,80.07,2.76,-2.76,20260303damlbmp_zone.csv
03/03/2026 19:00,O H,61846,66.27,-8.28,0.0,20260303damlbmp_zone.csv
03/03/2026 19:00,PJM,61847,65.89,-1.79,6.87,20260303damlbmp_zone.csv
03/03/2026 19:00,WEST,61752,67.91,-6.64,0.0,20260303damlbmp_zone.csv
03/03/2026 20:00,CAPITL,61757,73.19,3.31,-0.82,20260303damlbmp_zone.csv
03/03/2026 20:00,CENTRL,61754,68.16,-0.9,0.0,20260303damlbmp_zone.csv
03/03/2026 20:00,DUNWOD,61760,79.57,3.38,-7.13,20260303damlbmp_zone.csv
03/03/2026 20:00,GENESE,61753,66.09,-2.97,0.0,20260303damlbmp_zone.csv
03/03/2026 20:00,H Q,61844,69.33,0.28,0.0,20260303damlbmp_zone.csv
03/03/2026 20:00,HUD VL,61758,67.14,2.35,4.27,20260303damlbmp_zone.csv
03/03/2026 20:00,LONGIL,61762,81.11,4.97,-7.08,20260303damlbmp_zone.csv
03/03/2026 20:00,MHK VL,61756,71.39,2.77,0.43,20260303damlbmp_zone.csv
03/03/2026 20:00,MILLWD,61759,77.68,3.04,-5.59,20260303damlbmp_zone.csv
03/03/2026 20:00,N.Y.C.,61761,79.54,3.38,-7.1,20260303damlbmp_zone.csv
03/03/2026 20:00,NORTH,61755,69.95,0.9,0.0,20260303damlbmp_zone.csv
03/03/2026 20:00,NPX,61845,74.3,2.48,-2.76,20260303damlbmp_zone.csv
03/03/2026 20:00,O H,61846,61.32,-7.73,0.0,20260303damlbmp_zone.csv
03/03/2026 20:00,PJM,61847,63.0,-1.93,4.12,20260303damlbmp_zone.csv
03/03/2026 20:00,WEST,61752,62.91,-6.15,0.0,20260303damlbmp_zone.csv
03/03/2026 21:00,CAPITL,61757,67.21,2.93,-0.53,20260303damlbmp_zone.csv
03/03/2026 21:00,CENTRL,61754,62.91,-0.83,0.0,20260303damlbmp_zone.csv
03/03/2026 21:00,DUNWOD,61760,71.45,3.06,-4.65,20260303damlbmp_zone.csv
03/03/2026 21:00,GENESE,61753,61.19,-2.55,0.0,20260303damlbmp_zone.csv
03/03/2026 21:00,H Q,61844,64.0,0.26,0.0,20260303damlbmp_zone.csv
03/03/2026 21:00,HUD VL,61758,63.13,2.17,2.78,20260303damlbmp_zone.csv
03/03/2026 21:00,LONGIL,61762,73.01,4.65,-4.62,20260303damlbmp_zone.csv
03/03/2026 21:00,MHK VL,61756,65.94,2.48,0.28,20260303damlbmp_zone.csv
03/03/2026 21:00,MILLWD,61759,70.19,2.8,-3.65,20260303damlbmp_zone.csv
03/03/2026 21:00,N.Y.C.,61761,71.55,3.19,-4.63,20260303damlbmp_zone.csv
03/03/2026 21:00,NORTH,61755,64.44,0.7,0.0,20260303damlbmp_zone.csv
03/03/2026 21:00,NPX,61845,70.43,2.36,-4.33,20260303damlbmp_zone.csv
03/03/2026 21:00,O H,61846,57.43,-6.31,0.0,20260303damlbmp_zone.csv
03/03/2026 21:00,PJM,61847,59.52,-1.53,2.69,20260303damlbmp_zone.csv
03/03/2026 21:00,WEST,61752,58.77,-4.97,0.0,20260303damlbmp_zone.csv
03/03/2026 22:00,CAPITL,61757,63.55,2.79,-0.11,20260303damlbmp_zone.csv
03/03/2026 22:00,CENTRL,61754,59.93,-0.73,0.0,20260303damlbmp_zone.csv
03/03/2026 22:00,DUNWOD,61760,64.18,2.55,-0.98,20260303damlbmp_zone.csv
03/03/2026 22:00,GENESE,61753,58.47,-2.18,0.0,20260303damlbmp_zone.csv
03/03/2026 22:00,H Q,61844,60.96,0.3,0.0,20260303damlbmp_zone.csv
03/03/2026 22:00,HUD VL,61758,61.82,1.76,0.59,20260303damlbmp_zone.csv
03/03/2026 22:00,LONGIL,61762,65.94,4.31,-0.98,20260303damlbmp_zone.csv
03/03/2026 22:00,MHK VL,61756,62.84,2.25,0.06,20260303damlbmp_zone.csv
03/03/2026 22:00,MILLWD,61759,63.78,2.36,-0.77,20260303damlbmp_zone.csv
03/03/2026 22:00,N.Y.C.,61761,64.29,2.67,-0.97,20260303damlbmp_zone.csv
03/03/2026 22:00,NORTH,61755,61.44,0.79,0.0,20260303damlbmp_zone.csv
03/03/2026 22:00,NPX,61845,63.0,2.12,-0.23,20260303damlbmp_zone.csv
03/03/2026 22:00,O H,61846,55.5,-5.16,0.0,20260303damlbmp_zone.csv
03/03/2026 22:00,PJM,61847,54.65,-1.39,4.61,20260303damlbmp_zone.csv
03/03/2026 22:00,WEST,61752,56.71,-3.94,0.0,20260303damlbmp_zone.csv
03/03/2026 23:00,CAPITL,61757,59.67,2.46,0.0,20260303damlbmp_zone.csv
03/03/2026 23:00,CENTRL,61754,56.69,-0.52,0.0,20260303damlbmp_zone.csv
03/03/2026 23:00,DUNWOD,61760,59.1,1.89,0.0,20260303damlbmp_zone.csv
03/03/2026 23:00,GENESE,61753,55.44,-1.77,0.0,20260303damlbmp_zone.csv
03/03/2026 23:00,H Q,61844,57.61,0.4,0.0,20260303damlbmp_zone.csv
03/03/2026 23:00,HUD VL,61758,58.41,1.2,0.0,20260303damlbmp_zone.csv
03/03/2026 23:00,LONGIL,61762,60.76,3.55,0.0,20260303damlbmp_zone.csv
03/03/2026 23:00,MHK VL,61756,59.27,2.06,0.0,20260303damlbmp_zone.csv
03/03/2026 23:00,MILLWD,61759,58.99,1.78,0.0,20260303damlbmp_zone.csv
03/03/2026 23:00,N.Y.C.,61761,59.21,2.0,0.0,20260303damlbmp_zone.csv
03/03/2026 23:00,NORTH,61755,58.35,1.14,0.0,20260303damlbmp_zone.csv
03/03/2026 23:00,NPX,61845,58.92,1.71,0.0,20260303damlbmp_zone.csv
03/03/2026 23:00,O H,61846,53.26,-3.95,0.0,20260303damlbmp_zone.csv
03/03/2026 23:00,PJM,61847,46.09,-1.14,9.98,20260303damlbmp_zone.csv
03/03/2026 23:00,WEST,61752,54.46,-2.75,0.0,20260303damlbmp_zone.csv
03/04/2026 00:00,CAPITL,61757,50.69,1.86,0.0,20260304damlbmp_zone.csv
03/04/2026 00:00,CENTRL,61754,48.35,-0.49,0.0,20260304damlbmp_zone.csv
03/04/2026 00:00,DUNWOD,61760,50.4,1.56,0.0,20260304damlbmp_zone.csv
03/04/2026 00:00,GENESE,61753,47.47,-1.37,0.0,20260304damlbmp_zone.csv
03/04/2026 00:00,H Q,61844,49.27,0.44,0.0,20260304damlbmp_zone.csv
03/04/2026 00:00,HUD VL,61758,50.1,1.27,0.0,20260304damlbmp_zone.csv
03/04/2026 00:00,LONGIL,61762,51.18,2.34,0.0,20260304damlbmp_zone.csv
03/04/2026 00:00,MHK VL,61756,50.25,1.42,0.0,20260304damlbmp_zone.csv
03/04/2026 00:00,MILLWD,61759,50.25,1.42,0.0,20260304damlbmp_zone.csv
03/04/2026 00:00,N.Y.C.,61761,50.64,1.81,0.0,20260304damlbmp_zone.csv
03/04/2026 00:00,NORTH,61755,50.05,1.22,0.0,20260304damlbmp_zone.csv
03/04/2026 00:00,NPX,61845,50.2,1.37,0.0,20260304damlbmp_zone.csv
03/04/2026 00:00,O H,61846,46.0,-2.83,0.0,20260304damlbmp_zone.csv
03/04/2026 00:00,PJM,61847,45.2,-0.83,2.8,20260304damlbmp_zone.csv
03/04/2026 00:00,WEST,61752,46.78,-2.05,0.0,20260304damlbmp_zone.csv
03/04/2026 01:00,CAPITL,61757,46.38,1.61,0.0,20260304damlbmp_zone.csv
03/04/2026 01:00,CENTRL,61754,44.55,-0.22,0.0,20260304damlbmp_zone.csv
03/04/2026 01:00,DUNWOD,61760,45.98,1.21,0.0,20260304damlbmp_zone.csv
03/04/2026 01:00,GENESE,61753,43.88,-0.9,0.0,20260304damlbmp_zone.csv
03/04/2026 01:00,H Q,61844,45.18,0.4,0.0,20260304damlbmp_zone.csv
03/04/2026 01:00,HUD VL,61758,45.76,0.98,0.0,20260304damlbmp_zone.csv
03/04/2026 01:00,LONGIL,61762,46.79,2.02,0.0,20260304damlbmp_zone.csv
03/04/2026 01:00,MHK VL,61756,46.12,1.34,0.0,20260304damlbmp_zone.csv
03/04/2026 01:00,MILLWD,61759,45.89,1.12,0.0,20260304damlbmp_zone.csv
03/04/2026 01:00,N.Y.C.,61761,46.21,1.43,0.0,20260304damlbmp_zone.csv
03/04/2026 01:00,NORTH,61755,45.85,1.07,0.0,20260304damlbmp_zone.csv
03/04/2026 01:00,NPX,61845,45.89,1.12,0.0,20260304damlbmp_zone.csv
03/04/2026 01:00,O H,61846,42.85,-1.92,0.0,20260304damlbmp_zone.csv
03/04/2026 01:00,PJM,61847,43.4,-0.58,0.79,20260304damlbmp_zone.csv
03/04/2026 01:00,WEST,61752,43.57,-1.21,0.0,20260304damlbmp_zone.csv
03/04/2026 02:00,CAPITL,61757,45.52,1.63,0.0,20260304damlbmp_zone.csv
03/04/2026 02:00,CENTRL,61754,43.54,-0.35,0.0,20260304damlbmp_zone.csv
03/04/2026 02:00,DUNWOD,61760,45.21,1.32,0.0,20260304damlbmp_zone.csv
03/04/2026 02:00,GENESE,61753,42.8,-1.1,0.0,20260304damlbmp_zone.csv
03/04/2026 02:00,H Q,61844,44.24,0.35,0.0,20260304damlbmp_zone.csv
03/04/2026 02:00,HUD VL,61758,44.95,1.05,0.0,20260304damlbmp_zone.csv
03/04/2026 02:00,LONGIL,61762,45.74,1.84,0.0,20260304damlbmp_zone.csv
03/04/2026 02:00,MHK VL,61756,45.12,1.23,0.0,20260304damlbmp_zone.csv
03/04/2026 02:00,MILLWD,61759,45.12,1.23,0.0,20260304damlbmp_zone.csv
03/04/2026 02:00,N.Y.C.,61761,45.52,1.63,0.0,20260304damlbmp_zone.csv
03/04/2026 02:00,NORTH,61755,44.95,1.05,0.0,20260304damlbmp_zone.csv
03/04/2026 02:00,NPX,61845,45.08,1.19,0.0,20260304damlbmp_zone.csv
03/04/2026 02:00,O H,61846,41.61,-2.28,0.0,20260304damlbmp_zone.csv
03/04/2026 02:00,PJM,61847,41.3,-0.66,1.94,20260304damlbmp_zone.csv
03/04/2026 02:00,WEST,61752,42.32,-1.58,0.0,20260304damlbmp_zone.csv
03/04/2026 03:00,CAPITL,61757,42.85,1.45,0.0,20260304damlbmp_zone.csv
03/04/2026 03:00,CENTRL,61754,41.28,-0.12,0.0,20260304damlbmp_zone.csv
03/04/2026 03:00,DUNWOD,61760,42.44,1.04,0.0,20260304damlbmp_zone.csv
03/04/2026 03:00,GENESE,61753,40.79,-0.62,0.0,20260304damlbmp_zone.csv
03/04/2026 03:00,H Q,61844,41.74,0.33,0.0,20260304damlbmp_zone.csv
03/04/2026 03:00,HUD VL,61758,42.28,0.87,0.0,20260304damlbmp_zone.csv
03/04/2026 03:00,LONGIL,61762,42.89,1.49,0.0,20260304damlbmp_zone.csv
03/04/2026 03:00,MHK VL,61756,42.56,1.16,0.0,20260304damlbmp_zone.csv
03/04/2026 03:00,MILLWD,61759,42.4,0.99,0.0,20260304damlbmp_zone.csv
03/04/2026 03:00,N.Y.C.,61761,42.65,1.24,0.0,20260304damlbmp_zone.csv
03/04/2026 03:00,NORTH,61755,42.36,0.95,0.0,20260304damlbmp_zone.csv
03/04/2026 03:00,NPX,61845,42.48,1.07,0.0,20260304damlbmp_zone.csv
03/04/2026 03:00,O H,61846,40.04,-1.37,0.0,20260304damlbmp_zone.csv
03/04/2026 03:00,PJM,61847,40.99,-0.41,0.0,20260304damlbmp_zone.csv
03/04/2026 03:00,WEST,61752,40.74,-0.66,0.0,20260304damlbmp_zone.csv
03/04/2026 04:00,CAPITL,61757,42.7,1.48,0.0,20260304damlbmp_zone.csv
03/04/2026 04:00,CENTRL,61754,41.05,-0.16,0.0,20260304damlbmp_zone.csv
03/04/2026 04:00,DUNWOD,61760,42.25,1.03,0.0,20260304damlbmp_zone.csv
03/04/2026 04:00,GENESE,61753,40.39,-0.82,0.0,20260304damlbmp_zone.csv
03/04/2026 04:00,H Q,61844,41.55,0.33,0.0,20260304damlbmp_zone.csv
03/04/2026 04:00,HUD VL,61758,42.17,0.95,0.0,20260304damlbmp_zone.csv
03/04/2026 04:00,LONGIL,61762,42.87,1.65,0.0,20260304damlbmp_zone.csv
03/04/2026 04:00,MHK VL,61756,42.45,1.24,0.0,20260304damlbmp_zone.csv
03/04/2026 04:00,MILLWD,61759,42.25,1.03,0.0,20260304damlbmp_zone.csv
03/04/2026 04:00,N.Y.C.,61761,42.5,1.28,0.0,20260304damlbmp_zone.csv
03/04/2026 04:00,NORTH,61755,42.17,0.95,0.0,20260304damlbmp_zone.csv
03/04/2026 04:00,NPX,61845,42.29,1.07,0.0,20260304damlbmp_zone.csv
03/04/2026 04:00,O H,61846,39.45,-1.77,0.0,20260304damlbmp_zone.csv
03/04/2026 04:00,PJM,61847,40.68,-0.54,0.0,20260304damlbmp_zone.csv
03/04/2026 04:00,WEST,61752,40.11,-1.11,0.0,20260304damlbmp_zone.csv
03/04/2026 05:00,CAPITL,61757,49.71,1.86,0.0,20260304damlbmp_zone.csv
03/04/2026 05:00,CENTRL,61754,47.61,-0.24,0.0,20260304damlbmp_zone.csv
03/04/2026 05:00,DUNWOD,61760,49.28,1.43,0.0,20260304damlbmp_zone.csv
03/04/2026 05:00,GENESE,61753,46.89,-0.96,0.0,20260304damlbmp_zone.csv
03/04/2026 05:00,H Q,61844,48.19,0.34,0.0,20260304damlbmp_zone.csv
03/04/2026 05:00,HUD VL,61758,49.05,1.2,0.0,20260304damlbmp_zone.csv
03/04/2026 05:00,LONGIL,61762,50.24,2.39,0.0,20260304damlbmp_zone.csv
03/04/2026 05:00,MHK VL,61756,49.28,1.43,0.0,20260304damlbmp_zone.csv
03/04/2026 05:00,MILLWD,61759,49.19,1.34,0.0,20260304damlbmp_zone.csv
03/04/2026 05:00,N.Y.C.,61761,49.52,1.67,0.0,20260304damlbmp_zone.csv
03/04/2026 05:00,NORTH,61755,48.86,1.01,0.0,20260304damlbmp_zone.csv
03/04/2026 05:00,NPX,61845,49.14,1.29,0.0,20260304damlbmp_zone.csv
03/04/2026 05:00,O H,61846,45.03,-2.82,0.0,20260304damlbmp_zone.csv
03/04/2026 05:00,PJM,61847,43.8,-0.77,3.28,20260304damlbmp_zone.csv
03/04/2026 05:00,WEST,61752,45.89,-1.96,0.0,20260304damlbmp_zone.csv
03/04/2026 06:00,CAPITL,61757,63.11,2.6,0.0,20260304damlbmp_zone.csv
03/04/2026 06:00,CENTRL,61754,59.84,-0.66,0.0,20260304damlbmp_zone.csv
03/04/2026 06:00,DUNWOD,61760,62.86,2.36,0.0,20260304damlbmp_zone.csv
03/04/2026 06:00,GENESE,61753,58.21,-2.3,0.0,20260304damlbmp_zone.csv
03/04/2026 06:00,H Q,61844,60.87,0.37,0.0,20260304damlbmp_zone.csv
03/04/2026 06:00,HUD VL,61758,62.5,1.99,0.0,20260304damlbmp_zone.csv
03/04/2026 06:00,LONGIL,61762,64.26,3.75,0.0,20260304damlbmp_zone.csv
03/04/2026 06:00,MHK VL,61756,62.56,2.06,0.0,20260304damlbmp_zone.csv
03/04/2026 06:00,MILLWD,61759,62.68,2.18,0.0,20260304damlbmp_zone.csv
03/04/2026 06:00,N.Y.C.,61761,62.99,2.48,0.0,20260304damlbmp_zone.csv
03/04/2026 06:00,NORTH,61755,61.53,1.03,0.0,20260304damlbmp_zone.csv
03/04/2026 06:00,NPX,61845,62.38,1.88,0.0,20260304damlbmp_zone.csv
03/04/2026 06:00,O H,61846,55.0,-5.51,0.0,20260304damlbmp_zone.csv
03/04/2026 06:00,PJM,61847,55.8,-1.27,3.43,20260304damlbmp_zone.csv
03/04/2026 06:00,WEST,61752,56.39,-4.12,0.0,20260304damlbmp_zone.csv
03/04/2026 07:00,CAPITL,61757,69.65,2.68,0.0,20260304damlbmp_zone.csv
03/04/2026 07:00,CENTRL,61754,65.77,-1.2,0.0,20260304damlbmp_zone.csv
03/04/2026 07:00,DUNWOD,61760,69.65,2.68,0.0,20260304damlbmp_zone.csv
03/04/2026 07:00,GENESE,61753,63.89,-3.08,0.0,20260304damlbmp_zone.csv
03/04/2026 07:00,H Q,61844,67.37,0.4,0.0,20260304damlbmp_zone.csv
03/04/2026 07:00,HUD VL,61758,69.11,2.14,0.0,20260304damlbmp_zone.csv
03/04/2026 07:00,LONGIL,61762,70.05,3.08,0.0,20260304damlbmp_zone.csv
03/04/2026 07:00,MHK VL,61756,69.18,2.21,0.0,20260304damlbmp_zone.csv
03/04/2026 07:00,MILLWD,61759,69.38,2.41,0.0,20260304damlbmp_zone.csv
03/04/2026 07:00,N.Y.C.,61761,69.85,2.88,0.0,20260304damlbmp_zone.csv
03/04/2026 07:00,NORTH,61755,68.24,1.27,0.0,20260304damlbmp_zone.csv
03/04/2026 07:00,NPX,61845,68.91,1.94,0.0,20260304damlbmp_zone.csv
03/04/2026 07:00,O H,61846,59.74,-7.23,0.0,20260304damlbmp_zone.csv
03/04/2026 07:00,PJM,61847,59.49,-1.87,5.61,20260304damlbmp_zone.csv
03/04/2026 07:00,WEST,61752,61.21,-5.76,0.0,20260304damlbmp_zone.csv
03/04/2026 08:00,CAPITL,61757,60.94,2.11,0.0,20260304damlbmp_zone.csv
03/04/2026 08:00,CENTRL,61754,57.59,-1.24,0.0,20260304damlbmp_zone.csv
03/04/2026 08:00,DUNWOD,61760,61.59,2.77,0.0,20260304damlbmp_zone.csv
03/04/2026 08:00,GENESE,61753,56.06,-2.76,0.0,20260304damlbmp_zone.csv
03/04/2026 08:00,H Q,61844,59.12,0.3,0.0,20260304damlbmp_zone.csv
03/04/2026 08:00,HUD VL,61758,60.88,2.06,0.0,20260304damlbmp_zone.csv
03/04/2026 08:00,LONGIL,61762,62.76,3.94,0.0,20260304damlbmp_zone.csv
03/04/2026 08:00,MHK VL,61756,60.47,1.64,0.0,20260304damlbmp_zone.csv
03/04/2026 08:00,MILLWD,61759,61.41,2.59,0.0,20260304damlbmp_zone.csv
03/04/2026 08:00,N.Y.C.,61761,61.82,3.0,0.0,20260304damlbmp_zone.csv
03/04/2026 08:00,NORTH,61755,59.65,0.82,0.0,20260304damlbmp_zone.csv
03/04/2026 08:00,NPX,61845,60.7,1.88,0.0,20260304damlbmp_zone.csv
03/04/2026 08:00,O H,61846,52.88,-5.94,0.0,20260304damlbmp_zone.csv
03/04/2026 08:00,PJM,61847,54.0,-1.29,3.53,20260304damlbmp_zone.csv
03/04/2026 08:00,WEST,61752,54.06,-4.76,0.0,20260304damlbmp_zone.csv
03/04/2026 09:00,CAPITL,61757,50.92,1.48,0.0,20260304damlbmp_zone.csv
03/04/2026 09:00,CENTRL,61754,48.26,-1.19,0.0,20260304damlbmp_zone.csv
03/04/2026 09:00,DUNWOD,61760,52.11,2.67,0.0,20260304damlbmp_zone.csv
03/04/2026 09:00,GENESE,61753,46.97,-2.47,0.0,20260304damlbmp_zone.csv
03/04/2026 09:00,H Q,61844,49.79,0.35,0.0,20260304damlbmp_zone.csv
03/04/2026 09:00,HUD VL,61758,51.32,1.88,0.0,20260304damlbmp_zone.csv
03/04/2026 09:00,LONGIL,61762,53.45,4.0,0.0,20260304damlbmp_zone.csv
03/04/2026 09:00,MHK VL,61756,50.48,1.04,0.0,20260304damlbmp_zone.csv
03/04/2026 09:00,MILLWD,61759,51.86,2.42,0.0,20260304damlbmp_zone.csv
03/04/2026 09:00,N.Y.C.,61761,52.41,2.97,0.0,20260304damlbmp_zone.csv
03/04/2026 09:00,NORTH,61755,50.43,0.99,0.0,20260304damlbmp_zone.csv
03/04/2026 09:00,NPX,61845,50.98,1.53,0.0,20260304damlbmp_zone.csv
03/04/2026 09:00,O H,61846,44.35,-5.09,0.0,20260304damlbmp_zone.csv
03/04/2026 09:00,PJM,61847,48.45,-0.99,0.0,20260304damlbmp_zone.csv
03/04/2026 09:00,WEST,61752,45.24,-4.2,0.0,20260304damlbmp_zone.csv
03/04/2026 10:00,CAPITL,61757,46.87,1.36,0.0,20260304damlbmp_zone.csv
03/04/2026 10:00,CENTRL,61754,44.19,-1.32,0.0,20260304damlbmp_zone.csv
03/04/2026 10:00,DUNWOD,61760,48.46,2.96,0.0,20260304damlbmp_zone.csv
03/04/2026 10:00,GENESE,61753,42.78,-2.73,0.0,20260304damlbmp_zone.csv
03/04/2026 10:00,H Q,61844,45.78,0.27,0.0,20260304damlbmp_zone.csv
03/04/2026 10:00,HUD VL,61758,47.6,2.09,0.0,20260304damlbmp_zone.csv
03/04/2026 10:00,LONGIL,61762,49.56,4.05,-0.01,20260304damlbmp_zone.csv
03/04/2026 10:00,MHK VL,61756,46.37,0.86,0.0,20260304damlbmp_zone.csv
03/04/2026 10:00,MILLWD,61759,48.1,2.59,0.0,20260304damlbmp_zone.csv
03/04/2026 10:00,N.Y.C.,61761,48.79,3.28,0.0,20260304damlbmp_zone.csv
03/04/2026 10:00,NORTH,61755,46.37,0.86,0.0,20260304damlbmp_zone.csv
03/04/2026 10:00,NPX,61845,46.87,1.36,0.0,20260304damlbmp_zone.csv
03/04/2026 10:00,O H,61846,40.14,-5.37,0.0,20260304damlbmp_zone.csv
03/04/2026 10:00,PJM,61847,44.69,-0.82,0.0,20260304damlbmp_zone.csv
03/04/2026 10:00,WEST,61752,40.91,-4.59,0.0,20260304damlbmp_zone.csv
03/04/2026 11:00,CAPITL,61757,42.83,1.16,0.0,20260304damlbmp_zone.csv
