queue_id,queue_pos,project_name,developer,fuel_type,county,state,zone,utility,point_of_interconnection,status,interconnection_type,availability,sp_mw,wp_mw,storage_capability,discharge_duration,proposed_cod,proposed_sync_date,proposed_in_service_date,date_of_ir,ia_tender_date,ia_effective_date,fs_complete_date,sis_complete_date,last_updated_date,date_withdrawn,optional_study,cluster_study,source_sheet,scrape_timestamp,Points of Interconnection,Affected Transmission Owner (ATO),CY/FS Complete Date,Proposed In-Service/Initial Backfeed Date,Proposed Sync Date
0276,0276,Homer Solar Energy Center,Homer Solar Energy Center LLC,S,Cortland,NY,C,NM-NG,,11.0,,"FES, SRIS, FS",90.0,90.0,,,2026-04-01,,,2008-01-30,2021-02-08,,,,2026-01-31,,,,active,2026-03-16T03:48:01,Cortland - Fenner 115kV,,2021-02-08,03-2026,03-2026
0495,0495,Mohawk Solar,Mohawk Solar LLC,S,Montgomery,NY,F,NM-NG,,11.0,,"FES, SRIS, FS",90.5,90.5,,,2027-11-01,,,2015-04-02,2021-02-08,,,,2025-09-30,,,,active,2026-03-16T03:48:01,St. Johnsville - Marshville 115kV,,2021-02-08,06/2027,10/2027
0519,0519,Canisteo Wind,Canisteo Wind Energy LLC,W,Steuben,NY,C,NYSEG,,11.0,,"FES, SRIS, FS",290.7,290.7,,,2027-12-01,,,2015-11-02,2021-02-08,,,,2025-03-31,,,,active,2026-03-16T03:48:01,Bennett 115kV,,2021-02-08,10-2026,01-2027
0521,0521,Bull Run II Wind,Bull Run Energy LLC,W,Clinton,NY,D,NYPA,,10.0,,"FES, SRIS, FS",449.0,449.0,,,2028-05-01,,,2015-12-15,2023-01-11,,,,2025-03-31,,,,active,2026-03-16T03:48:01,"Patnode-Duley, Ryan-Plattsburgh 230kV",,2023-01-11,08-2027,09-2027
0522,0522,NYC Energy,NYC Energy LLC,ES,Kings,NY,J,ConEd,,10.0,,"FES, SRIS, FS",79.9,79.9,,4.0,2027-06-01,,,2015-12-16,,,,,2025-01-31,,,,active,2026-03-16T03:48:01,Hudson Avenue East 138kV,,2024-12-16,05-2027,05-2027
0535,0535,Riverhead Solar 2,"Riverhead Solar 2, LLC",S,Suffolk,NY,K,LIPA,,11.0,,"FES, SRIS, FS",36.0,36.0,,,2028-01-01,,,2016-02-23,2021-02-08,,,,2024-09-30,,,,active,2026-03-16T03:48:01,Edwards 138kV,,2021-02-08,09-2027,12-2027
0564,0564,Rock District Solar,"Rock District Solar, LLC",S,Schoharie,NY,F,NM-NG,,11.0,,"SIS, FS",20.0,20.0,,,2027-02-01,,,2016-07-25,2020-07-10,,,,2021-08-31,,,,active,2026-03-16T03:48:01,Sharon - Cobleskill 69kV,,2020-06-03,01-2027,12-2026
0571,0571,Heritage Wind,"Heritage Wind, LLC",W,Genesee,NY,B,NM-NG,,11.0,,"FES, SRIS, FS",126.0,126.0,,,2027-10-01,,,2016-09-01,2023-01-11,,,,2025-09-30,,,,active,2026-03-16T03:48:01,Lockport - Mortimer 115kV,,2023-01-11,05-2027,08-2027
0572,0572,Greene County 1,Hecate Energy Greene 1 LLC,S,Greene,NY,G,CHG&E,,11.0,,"SIS, FS",20.0,20.0,,,2027-06-01,,,2016-09-06,2020-02-18,,,,2025-05-31,,,,active,2026-03-16T03:48:01,Coxsackie - North Catskill 69kV,,2020-01-24,05-2027,04-2027
0573,0573,Greene County 2,Hecate Energy Greene 2 LLC,S,Greene,NY,G,CHG&E,,11.0,,"SIS, FS",10.0,10.0,,,2027-06-01,,,2016-09-06,2020-02-18,,,,2025-05-31,,,,active,2026-03-16T03:48:01,Coxsackie 13.8kV,,2020-01-24,05-2027,04-2027
0575,0575,Little Pond Solar,"Little Pond Solar, LLC",S,Orange,NY,G,O&R,,11.0,,"FES, SIS, FS",20.0,20.0,,,2027-09-01,,,2016-09-16,2021-01-29,,,,2025-02-28,,,,active,2026-03-16T03:48:01,Mongaup - Shoemaker 69kV,,2020-12-16,07-2027,04-2026
0580,0580,WNY STAMP,Genesee County Economic Devel.,L,Genesee,NY,B,NYPA,,12.0,,SIS,300.0,300.0,,,,,,2016-09-27,,,,,2025-03-31,,,,active,2026-03-16T03:48:01,Kintigh/Niagara - New Rochester 345kV,,,05-2026,
0581,0581,Hills Solar,SunEast Hills Solar LLC,S,Herkimer,NY,E,NM-NG,,11.0,,"FES, SIS, FS",20.0,20.0,,,2026-12-01,,,2025-11-26,2020-04-07,,,,2026-01-31,,,,active,2026-03-16T03:48:01,Fairfield - Inghams 115kV,,2020-02-11,10-2026,06-2026
0584,0584,Dog Corners Solar,Dog Corners Solar NY LLC,S,Cayuga,NY,C,NYSEG,,12.0,,"SIS, FS",20.0,20.0,,,2027-01-01,,,2025-11-25,2019-06-21,,,,2026-01-31,,,,active,2026-03-16T03:48:01,Aurora 34.5kV,,2019-05-08,08-2026,09-2026
0586,0586,Watkins Rd Solar,Watkins Road Solar NY LLC,S,Herkimer,NY,E,NM-NG,,11.0,,"SIS, FS",20.0,20.0,,,2027-02-01,,,2016-11-08,2020-02-18,,,,2025-08-31,,,,active,2026-03-16T03:48:01,Watkins Rd - Ilion 115kV,,2019-11-25,12-2026,11-2026
0590,0590,Scipio Solar,Scipio Solar NY LLC,S,Cayuga,NY,C,NYSEG,,12.0,,"SIS, FS",18.0,18.0,,,2026-12-01,,,2016-12-02,2019-05-22,,,,2026-01-31,,,,active,2026-03-16T03:48:01,Scipio 34.5kV,,2019-03-21,09-2026,09-2026
0591,0591,Highview Solar,SunEast Highview Solar LLC,S,Wyoming,NY,C,NYSEG,,11.0,,"SIS, FS",20.0,20.0,,,2026-11-01,,,2016-12-02,2021-02-08,,,,2026-01-31,,,,active,2026-03-16T03:48:01,South Perry 34.5kV,,2021-02-08,11-2026,11-2026
0592,0592,Niagara Solar,Niagara NY Solar LLC,S,Wyoming,NY,A,NYSEG,,11.0,,"SIS, FS",20.0,20.0,,,2026-12-01,,,2016-12-02,2019-05-22,,,,2026-01-31,,,,active,2026-03-16T03:48:01,Bennington 34.5kV,,2019-04-18,12-2026,12-2026
0596,0596,Alle Catt II Wind,Alle-Catt Wind Energy LLC,W,Cattaraugus,NY,A,NM-NG,,12.0,,"SRIS, FS",339.1,339.1,,,2026-12-01,,,2017-01-04,2021-02-08,,,,2022-09-30,,,,active,2026-03-16T03:48:01,Stolle Rd - Five Mile Rd 345kV,,2021-02-08,05-2026,05-2026
0617,0617,Watkins Glen Solar,"Watkins Glen Solar Energy Center, LLC",S,Schuyler,NY,C,NYSEG,,11.0,,"SRIS, FS",50.0,50.0,,,2028-04-01,,,2017-03-27,2020-12-04,,,,2025-01-31,,,,active,2026-03-16T03:48:01,Bath - Montour Falls 115kV,,2021-02-08,03-2028,04/2028
0620,0620,Gateway Solar Energy Center,"Gateway Solar Energy Center, LLC",S,St. Lawrence,NY,D,NYPA,,11.0,,"FES, SRIS, FS",180.0,180.0,,,2028-04-01,,,2017-03-27,2021-02-08,,,,2025-02-28,,,,active,2026-03-16T03:48:01,Massena - Moses 230kV,,2021-02-08,02-2028,02-2028
0631,0631,NS Power Express,CHPE LLC,DC,Quebec - New York,NY,J,NYPA,,12.0,,"SRIS, FS",1000.0,1000.0,,,2026-05-01,,,2017-05-02,2023-01-11,,,,2023-06-30,,,,active,2026-03-16T03:48:01,Astoria Annex 345kV,,2023-01-11,05-2026,05-2026
0637,0637,Flint Mine Solar,Flint Mine Solar LLC,S,Greene,NY,G,NM-NG,,11.0,,"FES, SRIS, FS",100.0,100.0,,,2026-05-01,,,2017-06-29,2021-02-08,,,,2026-01-31,,,,active,2026-03-16T03:48:01,"LaFarge - Pleasant Valley 115kV, Feura Bush - North Catskill 115kV",,2021-02-08,12-2025,12-2025
0644,0644,Columbia County 1,"Hecate Energy Columbia County 1, LLC",S,Columbia,NY,F,NYSEG,,11.0,,"FES, SRIS, FS",60.0,60.0,,,2027-02-01,,,2017-07-26,2021-02-08,,,,2024-06-30,,,,active,2026-03-16T03:48:01,Craryville 115kV,,2021-02-08,12-2026,12-2026
0670,0670,SunEast Skyline Solar LLC,SunEast Skyline Solar LLC,S,Westmoreland,NY,E,NM-NG,,11.0,,"FES, SIS, FS",20.0,20.0,,,2028-04-01,,,2017-09-21,2020-08-13,,,,2023-07-31,,,,active,2026-03-16T03:48:01,Campus Rd - Clinton 46kV,,2020-07-31,11/2027,10/2027
0683,0683,KCE NY 2,"KCE NY 2, LLC",ES,Montgomery,NY,G,CHG&E,,11.0,,"SRIS, FS",200.0,200.0,,4.0,2027-06-01,,,2018-01-18,2021-03-16,,,,2024-03-31,,,,active,2026-03-16T03:48:01,Coldenham 115kV,,2021-02-08,05-2027,05-2027
0704,0704,Bear Ridge Solar,"Bear Ridge Solar, LLC",S,Niagara,NY,A,NM-NG,,10.0,,"SRIS, FS",100.0,100.0,,,2028-04-01,,,2018-03-20,2021-02-08,,,,2025-02-28,,,,active,2026-03-16T03:48:01,Mountain- Lockport 115kV,,2021-02-08,12-2027,04-2028
0706,0706,High Bridge Wind,"High Bridge Wind, LLC",W,Chenango,NY,E,NYSEG,,11.0,,"SRIS, FS",100.8,100.8,,,2026-11-01,,,2018-04-25,,,,,2025-04-30,,,,active,2026-03-16T03:48:01,E. Norwich - Jennison 115kV,,2021-02-08,09-2026,09-2026
0710,0710,Horseshoe Solar,Horseshoe Solar Energy LLC,S,Livingston,NY,B,NM-NG,,11.0,,"FES, FS",180.0,180.0,,,2028-05-01,,,2018-05-29,2023-01-11,,,,2025-10-31,,,,active,2026-03-16T03:48:01,Golah 115kV,,2023-01-11,02-2028,02-2028
0716,0716,Moraine Solar Energy Center,"Moraine Solar Energy Center, LLC",S,Allegany,NY,C,NYSEG,,11.0,,"FES, SRIS, FS",93.5,93.5,,,2028-09-01,,,2018-06-04,2025-01-14,,,,2025-10-31,,,,active,2026-03-16T03:48:01,Moraine 115kV,,2024-12-16,08-2028,08-2028
0720,0720,Trelina Solar Energy Center,"Trelina Solar Energy Center, LLC",S,Seneca,NY,C,NYSEG,,11.0,,"SRIS, FS",79.8,79.8,,,2028-04-01,,,2018-06-07,2021-02-08,,,,2025-01-31,,,,active,2026-03-16T03:48:01,Border City - Station 168 115 KV,,2021-02-08,04-2028,03-2028
0721,0721,Excelsior Energy Center,"Excelsior Energy Center, LLC",S,Genesee,NY,B,NYPA,,12.0,,"SRIS, FS",280.0,280.0,,,2026-11-01,,,2018-06-07,2021-01-22,,,,2026-01-31,,,,active,2026-03-16T03:48:01,Dysinger - N. Rochester 345kV,,2021-02-08,04-2026,09-2026
0734,0734,Ticonderoga Solar,ELP Ticonderoga Solar LLC,S,Essex,NY,F,NM-NG,,11.0,,"FES, SIS, FS",20.0,20.0,,,2026-12-01,,,2018-06-12,2021-03-18,,,,2026-01-31,,,,active,2026-03-16T03:48:01,Ticonderoga 115kV - Republic Line 2,,2021-07-31,11-2026,02-2025
0737,0737,Empire Wind 1,Empire Offshore Wind LLC,OSW,Kings,NY,J,ConEd,,12.0,,"SRIS, FS",816.0,816.0,,,2027-07-01,,,2018-06-12,2021-02-08,,,,2025-10-31,,,,active,2026-03-16T03:48:01,Gowanus 345kV,,2021-02-08,05-2026,09-2026
0766,0766,Sunrise Wind,Sunrise Wind LLC,OSW,Suffolk,NY,K,LIPA,,12.0,,"SIS, FS",880.0,880.0,,,2027-07-01,,,2018-09-28,2021-04-06,,,,2025-04-30,,,,active,2026-03-16T03:48:01,Holbrook 138kV & West Bus 138kV,,2021-03-04,06-2025,07-2026
0774,0774,Tracy Solar Energy Center,"Tracy Solar Energy Center, LLC",S,Jefferson,NY,E,NM-NG,,10.0,,"SRIS, FS",119.0,119.0,,,2028-12-01,,,2018-10-18,2023-01-11,,,,2025-12-31,,,,active,2026-03-16T03:48:01,Thousand Island - Lyme 115kV,,2023-01-11,08-2028,08-2028
0776,0776,Greenidge Load,Greenidge Generation LLC,L,Yates,NY,C,NYSEG,,7.0,,"SRIS, FS",60.0,60.0,,,,,,2018-10-22,,,,,2026-03-31,,,,active,2026-03-16T03:48:01,Greenidge 115kV,,2024-12-16,04-2030,
0777,0777,White Creek Solar,"White Creek Solar, LLC",S,Livingston,NY,B,RG&E,,11.0,,SIS,135.0,135.0,,,2028-06-01,,,2018-11-01,,,,,2025-10-31,,,,active,2026-03-16T03:48:01,Sta 82 - Sta 128 115kV,,,04-2028,05-2028
0783,0783,South Ripley Solar and BESS,ConnectGen Chautauqua County LLC,CR,Chautauqua,NY,A,NM-NG,,11.0,,"SRIS, FS",270.0,270.0,,4.0,2027-12-01,,,2018-12-07,2024-06-28,,,,2025-03-31,,,,active,2026-03-16T03:48:01,South Ripley Substation 230kV,,2024-12-16,07-2027,07-2027
0787,0787,"Levy Grid, LLC","Levy Grid, LLC",ES,Erie,NY,A,NM-NG,,10.0,,"FES, SRIS, FS",150.0,150.0,,2.0,2027-01-01,,,2018-12-20,2023-01-11,,,,2025-08-31,,,,active,2026-03-16T03:48:01,Gardenville Subsation 115kV,,2023-01-11,10-2026,10-2026
0800,0800,Rich Road Solar Energy Center,"Rich Road Solar Energy Center, LLC",CR,St. Lawrence,NY,E,NYPA,,10.0,,"SRIS, FS",240.0,240.0,,4.0,2028-04-01,,,2019-02-20,2023-01-11,,,,2025-01-31,,,,active,2026-03-16T03:48:01,Moses - Adirondack 230 kV Line #2 (MA2),,2023-01-11,10-2027,10-2027
0801,0801,Prattsburgh Wind Farm,"Prattsburgh Wind, LLC",W,Steuben,NY,C,NYSEG,,11.0,,"FES, SRIS, FS",147.0,147.0,,,2027-09-01,,,2019-02-21,,,,,2025-08-31,,,,active,2026-03-16T03:48:01,Stoney Ridge - Canadaigua 230kV,,2024-12-16,06-2027,06-2027
0804,0804,KCE NY 10,"KCE NY 10, LLC",ES,Erie,NY,A,NYSEG,,11.0,,"SRIS, FS",20.0,20.0,80.0,,2026-10-01,,,2019-03-22,2023-01-11,,,,2026-01-31,,,,active,2026-03-16T03:48:01,Erie Substation 34.5kV,,2023-01-11,08-2026,08-2026
0805,0805,Oxbow Hill Solar,"Oxbow Hill Solar, LLC",S,Madison,NY,C,NM-NG,,10.0,,"FES, SIS, FS",140.0,140.0,,,2027-01-01,,,2019-03-22,2022-10-20,,,,2026-01-31,,,,active,2026-03-16T03:48:01,Fenner 115kV Substation,,2022-04-28,01-2027,01-2027
0807,0807,Hilltop Solar,SunEast Hilltop Solar LLC,S,Rensselaer,NY,F,NM-NG,,11.0,,"FES, FS",20.0,20.0,,,2028-05-01,,,2019-03-28,2023-02-09,,,,2024-09-30,,,,active,2026-03-16T03:48:01,Eastover - Schaghticoke 115kV,,2023-01-11,04/2028,03/2028
0811,0811,Cider Solar,Hecate Energy Cider Solar LLC,S,Genesee,NY,B,NYPA,,11.0,,"SIS, FS",500.0,500.0,,,2027-01-01,,,2019-04-03,2021-04-07,,,,2024-06-30,,,,active,2026-03-16T03:48:01,Dysinger - New Rochester 345kV,NextEra,2021-02-23,05-2026,05-2026
0815,0815,Bayonne Energy Center III,"Bayonne Energy Center III, LLC",ES,Kings,NY,J,ConEd,,11.0,,"SRIS, FS",49.8,49.8,,4.0,2027-07-01,,,2019-04-05,2023-01-11,,,,2026-01-31,,,,active,2026-03-16T03:48:01,Gowanus 345kV,,2023-01-11,05-2027,06-2027
0827,0827,Arthur Kill Energy Storage 1,"Lighthouse Arthur Kill, LLC",ES,Richmond,NY,J,ConEd,,11.0,,"SRIS, FS",15.0,15.0,,,2026-12-01,,,2019-04-22,2023-04-25,,,,2026-01-31,,,,active,2026-03-16T03:48:01,Fresh Kills 13.8kV,,2023-01-11,04-2026,04-2026
0828,0828,Valley Solar,Valley Solar NY LLC,S,Tioga,NY,C,NYSEG,,12.0,,FS,20.0,20.0,,,2027-01-01,,,2019-04-24,2022-07-07,,,,2026-01-31,,,,active,2026-03-16T03:48:01,Owego 34.5kV Substation,,2022-01-20,01-2027,01-2027
0832,0832,CS Hawthorn Solar,"Hawthorn Solar, LLC",S,Rensselaer,NY, ,NM-NG,,11.0,,"SIS, FS",20.0,20.0,,,2026-12-01,,,2019-05-06,2021-01-22,,,,2026-01-31,,,,active,2026-03-16T03:48:01,North Troy - Hoosick 115kV,,2020-11-03,05-2026,04-2026
0833,0833,Dolan Solar,"Dolan Solar, LLC",S,Washington,NY,F,NM-NG,,11.0,,"FES, FS",20.0,20.0,,,2026-12-01,,,2019-05-06,2022-07-13,,,,2026-01-31,,,,active,2026-03-16T03:48:01,Battenkill - Mohican 115kV,,2022-06-27,12-2026,11-2026
0834,0834,Luyster Creek Energy Storage 2,"Eastern Generation, LLC",ES,Queens,NY,J,ConEd,,10.0,,"SIS, FS",79.0,79.0,316.0,4.0,2028-04-01,,,2019-05-07,2021-04-13,,,,2026-02-28,,,,active,2026-03-16T03:48:01,Astoria West 138kV,,2021-03-01,02-2028,03-2027
0835,0835,Luyster Creek Energy Storage 1,"Eastern Generation, LLC",ES,Queens,NY,J,ConEd,,11.0,,"SRIS, FS",56.3,57.3,225.0,4.0,2027-01-01,,,2019-05-07,,,,,2025-08-31,,,,active,2026-03-16T03:48:01,Astoria West 138kV,,2024-12-16,01-2027,01-2027
0843,0843,NY37 Solar,Greens Corners Solar LLC,S,Jefferson,NY,E,NM-NG,,10.0,,"SRIS, FS",20.0,20.0,,,2028-04-01,,,2025-12-02,2023-02-22,,,,2026-01-31,,,,active,2026-03-16T03:48:01,Coffeen - West Adams 115kV Substation,,2023-01-11,02-2028,02-2028
0848,0848,Fairway Solar,Fairway Solar NY LLC,S,St. Lawrence,NY,E,NM-NG,,11.0,,"SIS, FS",20.0,20.0,,,2028-05-01,,,2019-05-20,2023-05-17,,,,2025-08-31,,,,active,2026-03-16T03:48:01,McIntyre - Corning 115kV (Line#6),,2023-04-04,01-2028,01-2028
0850,0850,Cayuga Load,"Cayuga Operating Company, LLC",L,Cayuga,NY,C,NYSEG,,7.0,,"SIS, FS",50.0,50.0,,,,,,2019-05-21,2021-05-10,,,,2024-04-30,,,,active,2026-03-16T03:48:01,Milliken 115kV,,2021-05-05,12-2026,
0863,0863,Highbanks Solar,Highbanks Solar LLC,S,Livingston,NY,B,RG&E,,10.0,,"SIS, FS",12.5,12.5,,,,,,2019-05-29,2021-10-07,,,,2026-01-31,,,,active,2026-03-16T03:48:01,S158 High banks 34.5 kV,,2021-08-27,TBD,TBD
0864,0864,NY38 Solar,Greens Corners Solar LLC,S,Jefferson,NY,E,NM-NG,,11.0,,"SIS, FS",120.0,120.0,,,2028-04-01,,,2019-05-29,2022-10-17,,,,2026-01-31,,,,active,2026-03-16T03:48:01,Coffeen - West Adams 115kV,,2022-08-05,02-2028,02-2028
0865,0865,Flat Hill Solar,Flat Hill Solar NY LLC,S,Herkimer,NY,E,NM-NG,,12.0,,"SRIS, FS",20.0,20.0,,,2027-08-01,,,2019-05-31,2023-01-11,,,,2026-01-31,,,,active,2026-03-16T03:48:01,Inghams-Valley 46kV Line 27,,2023-01-11,06-2027,05-2027
0880,0880,Brookside Solar,"Brookside Solar, LLC",S,Franklin,NY,D,NYSEG,,12.0,,"SIS, FS",100.0,100.0,,,2027-12-01,,,2019-06-10,2022-09-15,,,,2026-01-31,,,,active,2026-03-16T03:48:01,Chateaugay - Willis 115kV,,2022-08-19,12-2027,12-2027
0882,0882,Riverside Solar,"Riverside Solar, LLC",S,Jefferson,NY,E,NM-NG,,10.0,,"SRIS, FS",100.0,100.0,,,2027-12-01,,,2019-06-10,,,,,2025-01-31,,,,active,2026-03-16T03:48:01,Lyme Substation 115kV,,2024-12-16,09-2027,09-2027
0883,0883,Garnet Energy Center,"Garnet Energy Center, LLC",S,Cayuga,NY,B,NYPA,,11.0,,"FES, SRIS, FS",200.0,200.0,,,2028-04-01,,,2019-06-11,,,,,2025-02-28,,,,active,2026-03-16T03:48:01,Pannell - Clay 345kV,,2024-12-16,11-2027,11-2027
0885,0885,Grassy Knoll Solar,Grassy Knoll Solar NY LLC,S,Herkimer,NY,E,NM-NG,,11.0,,FS,20.0,20.0,,,2028-05-01,,,2019-06-12,2023-01-11,,,,2025-08-31,,,,active,2026-03-16T03:48:01,Watkins Rd - Inghams 115kV,,2023-01-11,01-2028,02-2028
0887,0887,CH Uprate,CHPE LLC,DC,Quebec-NY,NY,J,NYPA,,12.0,,"SIS, FS",250.0,250.0,,,2026-05-01,,,2019-06-12,2022-09-15,,,,2023-06-30,,,,active,2026-03-16T03:48:01,Astoria Annex 345kV,,2022-08-15,05-2026,05-2026
0899,0899,Scriba-Volney Series Reactor,"Sithe/Independence Power Partners, LP",AC,Oswego,NY,C,NM-NG,,11.0,,"SRIS, FS",,,,,,,,2019-08-02,2022-07-08,,,,2025-05-31,,,,active,2026-03-16T03:48:01,Volney - Scriba 345 kV,,2023-01-11,11-2026,
0907,0907,Harlem River Yard,"Harlem River ESS, LLC",ES,Queens,NY,J,NYPA,,10.0,,SIS,79.9,79.9,,4.0,2028-01-01,,,2019-09-04,,,,,2025-02-28,,,,active,2026-03-16T03:48:01,Hell Gate 138kV,,,11-2027,11-2027
0930,0930,Luyster Creek Energy Storage 3,"Eastern Generation, LLC",ES,Queens,NY,J,ConEd,,10.0,,"SRIS, FS",15.0,15.0,,,2027-03-01,,,2019-10-25,2023-02-10,,,,2025-03-31,,,,active,2026-03-16T03:48:01,North Queens 27kV,,2023-01-11,01-2027,01-2027
0931,0931,Astoria Energy Storage,"East River ESS, LLC",ES,Queens,NY,J,ConEd,,12.0,,"SIS, FS",100.0,100.0,400.0,4.0,2026-10-01,,,2019-10-28,,,,,2025-10-31,,,,active,2026-03-16T03:48:01,Astoria West 138kV,,2024-04-16,05-2026,06-2026
0932,0932,Hatchery Solar,Hatchery Solar LLC,S,Livingston,NY,B,NM-NG,,10.0,,"SIS, FS",20.0,20.0,,,2029-01-01,,,2019-10-29,,,,,2026-03-31,,,,active,2026-03-16T03:48:01,Caledonia - Golah 34.5 kV,,2024-10-10,12-2028,11-2028
0950,0950,Hemlock Ridge Solar,Hemlock Ridge Solar LLC,S,Orleans,NY,B,NM-NG,,11.0,,"SIS, FS",200.0,200.0,,,2028-04-01,,,2019-11-21,,,,,2025-08-31,,,,active,2026-03-16T03:48:01,Lockport - Mortimer 115kV,,2024-10-10,03-2028,03-2028
0953,0953,Sugar Maple Solar,"Sugar Maple Solar, LLC",S,Lewis,NY,E,NM-NG,,10.0,,"SRIS, FS",125.0,125.0,,,2027-12-01,,,2019-12-05,2024-08-20,,,,2025-01-31,,,,active,2026-03-16T03:48:01,North Carthage - Taylorville #8 and Black River - Taylorville #2 115kV,,2024-12-16,09-2027,09-2027
0956,0956,Holtsville 138kV Energy Storage,"Holtsville Energy Storage, LLC",ES,Suffolk,NY,K,LIPA,,11.0,,"SRIS, FS",110.0,110.0,2380.0,8.0,2028-05-01,,,2019-12-10,,,,,2026-02-28,,,,active,2026-03-16T03:48:01,West Bus 138 kV,,2024-12-16,02-2028,03-2028
0967,0967,KCE NY 5,KCE NY 5 LLC,ES,Ulster,NY,G,CHG&E,,10.0,,"SRIS, FS",94.0,94.0,376.0,4.0,2027-12-01,,,2019-12-27,2023-01-11,,,,2025-01-31,,,,active,2026-03-16T03:48:01,Ohioville 115 kV,,2023-01-11,11-2027,11-2027
0971,0971,East Setauket Energy Storage,"East Setauket Energy Storage, LLC",ES,Suffolk,NY,K,LIPA,,10.0,,"SRIS, FS",125.0,125.0,2383.6,8.0,2027-04-01,,,2020-01-10,,,,,2025-02-28,,,,active,2026-03-16T03:48:01,Holbrook - Miller Place 138kV,,2024-12-16,02-2027,03-2027
0979,0979,North Country Data Center,North Country Data Center,L,St. Lawrence,NY,D,NYPA,,6.0,,FS,176.0,176.0,,,,,,2020-01-22,,,,,2023-07-31,,,,active,2026-03-16T03:48:01,Reynolds 115kV,,2025-02-11,12-2024,
0987,0987,Sunrise Wind II,Sunrise Wind LLC,OSW,Suffolk,NY,K,LIPA,,12.0,,SIS,44.0,44.0,,,2027-07-01,,,2020-01-29,,,,,2025-04-30,,,,active,2026-03-16T03:48:01,Holbrook 138kV,,,06-2025,07-2026
0995,0995,Alabama Solar Park LLC,Alabama Solar Park LLC,S,Genesee,NY,B,NM-NG,,10.0,,FS,130.0,130.0,,,2028-10-01,,,2020-02-27,2023-01-11,,,,2025-01-31,,,,active,2026-03-16T03:48:01,Lockport - Batavia 115kV (Line#112),,2023-01-11,07-2028,07-2028
1000,1000,Flat Stone Solar,Flat Stone Solar NY LLC,S,Oneida,NY,E,NM-NG,,10.0,,FS,20.0,20.0,,,2028-05-01,,,2020-03-18,,,,,2026-01-31,,,,active,2026-03-16T03:48:01,Oneida - Rome 115kV,,2024-12-16,02-2028,03-2028
1003,1003,Clear View Solar,Clear View LLC,S,Steuben,NY,C,NYSEG,,11.0,,"SIS, FS",20.0,20.0,,,2026-08-01,,,2020-04-06,,,,,2026-01-31,,,,active,2026-03-16T03:48:01,Eelpot Road 34.5 kV,,2024-03-14,07-2026,06-2026
1007,1007,NYC Energy LLC - Phase 2,NYC Energy,ES,Kings,NY,J,ConEd,,10.0,,"SIS, FS",220.1,220.1,880.4,4.0,2027-06-01,,,2020-04-22,2022-09-06,,,,2025-01-31,,,,active,2026-03-16T03:48:01,Hudson Ave 138 kV,,2022-07-08,05-2027,05-2027
1009,1009,Yellow Barn Solar,"Yellow Barn Solar, LLC",S,Tompkins,NY,C,NYSEG,,10.0,,"SRIS, FS",160.0,160.0,,,2028-11-01,,,2020-04-30,,,,,2025-12-31,,,,active,2026-03-16T03:48:01,Milliken - Etna 115 kV line #975,,2024-12-16,10-2028,10-2028
1015,1015,"Somers Solar, LLC","Somers Solar, LLC",S,Washington,NY,F,NM-NG,,11.0,,"SRIS, FS",20.0,20.0,,,2026-12-01,,,2020-05-05,,,,,2026-01-31,,,,active,2026-03-16T03:48:01,Mohican - Battenkill 115kV,,2024-12-16,09-2026,10-2026
1031,1031,Mill Point Solar,ConnectGen Montgomery County LLC,CR,Montgomery,NY,E,NM-NG,,10.0,,FS,250.0,250.0,700.0,4.0,2028-12-01,,,2020-06-18,,,,,2025-01-31,,,,active,2026-03-16T03:48:01,Marcy - New Scotland 345kV,,2024-03-14,07-2028,07-2028
1039,1039,Morris Solar,Morris Solar NY LLC,S,St. Lawrence,NY,E,NM-NG,,10.0,,"SRIS, FS",20.0,20.0,,,2028-03-01,,,2021-01-06,,,,,2025-05-31,,,,active,2026-03-16T03:48:01,Battle Hill - Balmat 115kV,,2024-12-16,01-2025,02-2028
1047,1047,Millers Grove Solar,SED NY Holdings LLC,S,Herkimer,NY,E,NM-NG,,11.0,,"SIS, FS",20.0,20.0,,,2028-03-01,,,2020-07-09,,,,,2026-02-28,,,,active,2026-03-16T03:48:01,Porter - Watkins 115kV,,2024-03-14,01-2028,02-2028
1051,1051,Transit Solar,SED NY Holding LLC,S,Genesee,NY,B,NM-NG,,10.0,,"SIS, FS",20.0,20.0,,,2028-05-01,,,2020-07-21,,,,,2025-07-31,,,,active,2026-03-16T03:48:01,S.E Batavia - Golah 115kV,,2024-03-28,01-2028,02-2028
1079,1079,Somerset Solar,"Somerset Solar, LLC",S,Niagara,NY,A,NYSEG,,11.0,,"SIS, FS",125.0,125.0,,,2028-06-01,,,2020-08-18,,,,,2025-08-31,,,,active,2026-03-16T03:48:01,Kintigh 345 kV,,2024-03-14,05-2028,05-2028
1080,1080,Mineral Basin Solar Power,"Mineral Basin Solar Power, LLC",S,Clearfield,PA,C,NYSEG,,10.0,,"SRIS, FS",401.6,401.6,,,2028-12-01,,,2020-08-21,2024-07-05,,,,2025-08-31,,,,active,2026-03-16T03:48:01,Homer City - Mainesburg 345KV,,2024-12-16,03-2028,07-2028
