queue_id,queue_pos,project_name,developer,fuel_type,county,state,zone,utility,point_of_interconnection,status,interconnection_type,availability,sp_mw,wp_mw,storage_capability,discharge_duration,proposed_cod,proposed_sync_date,proposed_in_service_date,date_of_ir,ia_tender_date,ia_effective_date,fs_complete_date,sis_complete_date,last_updated_date,date_withdrawn,optional_study,cluster_study,source_sheet,scrape_timestamp,Points of Interconnection,Affected Transmission Owner (ATO),CY/FS Complete Date,Proposed In-Service/Initial Backfeed Date,Proposed Sync Date
1227,1227,18405 Scotch Ridge,Nexamp Solar,S,Schenectady,NY,F,NM-NG,Rotterdam-Schoharie 69kV line#18,0,,,20.0,20.0,,,,,,2021-08-04,,,,,2024-03-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1228,1228,Cuba Wind Project,"SWEB Development USA, LLC",W,Alleghany,NY,A,NM-NG,Homer Hill - Andover 115 kV Line #157,0,,,86.5,86.5,,,,,,2021-08-12,,,,,2024-05-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1229,1229,"Stonewall Solar, LLC.","Stonewall Solar, LLC",S,Delaware,NY,E,NYSEG,Colliers-Delhi 115KV,0,,,145.0,145.0,,,,,,2021-08-16,,,,,2024-07-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1231,1231,Mill Point Solar II,ConnectGen Montgomery County LLC,CR,Montgomery,NY,E,NM-NG,New Scotland-Marcy 345kV,0,,,100.0,100.0,,,,,,2021-08-17,,,,,2024-01-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1232,1232,Harvest Hills Solar II,ConnectGen Cayuga County LLC,S,Cayuga,NY,C,NYSEG,Wright Avenue - Cayuga 115kV,0,,,50.0,50.0,,,,,,2021-08-19,,,,,2021-10-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1233,1233,Maplewood Energy Storage,ACE Development Company,ES,Albany,NY,F,NM-NG,Maplewood - Menands 115kV Line #19 & Maplewood - Reynolds 115kV Line #31,0,,,250.0,250.0,,,,,,2021-08-20,,,,,2023-10-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1234,1234,Horseblock Energy Storage,ACE Development Company,ES,Suffolk,NY,K,LIPA,West Yaphank 69 kV Substation,0,,,100.0,100.0,,,,,,2021-08-20,,,,,2024-07-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1235,1235,Peconic Energy Storage,ACE Development Company,ES,Suffolk,NY,K,LIPA,Holbrook - West Yaphank 69 kV ,0,,,100.0,100.0,,,,,,2021-08-20,,,,,2022-12-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1236,1236,Gravel Road Solar,"Gravel Road Solar, LLC",S,Seneca,NY,C,NM-NG,Station 127 (Hook Rd) -Elbridge and Mortimer-Elbridge 115 kV lines,0,,,128.0,128.0,,,,,,2021-08-23,,,,,2024-12-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1238,1238,Harvest Hills Solar 2,ConnectGen Cayuga County LLC,CR,Cayuga County,NY,C,NYSEG,Wright Avenue - Milliken 115kV line,0,,,100.0,100.0,,,,,,2021-08-25,,,,,2024-07-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1239,1239,NY Interconnection 3,NY Interconnection LLC,ES,NY,NY,J,ConEd,Goethals - Fresh Kills 345kV,0,,,130.3,122.0,,,,,,2021-09-02,,,,,2024-05-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1240,1240,Gowanus Bay Energy Storage 1,"Astoria Generating Company, L.P.",ES,Kings,NY,J,ConEd,Gowanus 138 kV substation (utilizing the existing feeder 42421),0,,,100.0,100.0,,,,,,2021-09-03,,,,,2024-05-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1241,1241,Gowanus Bay Energy Storage 2,"Astoria Generating Company, L.P.",ES,Kings,NY,J,ConEd,Feeder 42424 (Existing POI at Gowanus 138 kV),0,,,49.2,49.2,,,,,,2021-09-03,,,,,2024-05-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1242,1242,Ravenswood Energy Storage 3,"Light & Power Development, LLC",ES,Queens,NY,J,ConEd,Vernon 138kV,0,,,70.0,70.0,,,,,,2021-09-03,,,,,2021-11-30,,,,withdrawn,2026-03-16T03:48:01,,,,,
1243,1243,Whale Square Energy Storage 2,"Astoria Generating Company, L.P.",ES,Kings,NY,J,ConEd,"Greenwood 138kV substation, via Feeder 23162",0,,,95.7,95.7,,,,,,2021-09-03,,,,,2024-05-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1244,1244,Whale Square Energy Storage 3,"Astoria Generating Company, L.P.",ES,Kings,NY,J,ConEd,"Greenwood 138 kV substation, via Feeder 23161",0,,,49.2,49.2,,,,,,2021-09-03,,,,,2024-05-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1246,1246,Amber Solar and Storage,Hanwha Q CELLS USA,CR,St. Lawrence County,NY,D,NYPA,Moses - Massena MMS 1 230kV,0,,,232.0,232.0,,,,,,2021-09-14,,,,,2023-02-28,,,,withdrawn,2026-03-16T03:48:01,,,,,
1247,1247,Emerald Solar and Storage,Hanwha Q CELLS USA,S,Genesee,NY,B,NM-NG,Lapp - East Batavia 115 kV,0,,,174.0,174.0,,,,,,2021-09-14,,,,,2022-08-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1248,1248,Garnet Solar and Storage,Hanwha Q CELLS USA,S,Orleans,NY,B,NM-NG,Sour Springs 115 kV,0,,,174.0,174.0,,,,,,2021-09-14,,,,,2022-03-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1249,1249,Ruby Storage Project,Hanwha Q CELLS USA,ES,Ontario,NY,C,NM-NG,Station 168 - Trelina Solar 115kV,0,,,115.0,115.0,,,,,,2021-09-14,,,,,2024-05-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1250,1250,Sapphire Solar and Storage,Hanwha Q CELLS USA,CR,Wyoming,NY,C,NYSEG,South Perry - Meyer 230 kV,0,,,200.0,200.0,,,,,,2021-09-14,,,,,2024-05-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1251,1251,Topaz Storage Project,Hanwha Q CELLS USA,ES,Rensselaer,NY,F,Transco,Knickerbocker 345 kV,0,,,200.0,200.0,,,,,,2021-09-14,,,,,2023-05-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1252,1252,Hillburn Energy Storage,"Alliance Energy Storage, LLC",ES,Rockland,NY,G,O&R,Hillburn,0,,,10.0,10.0,,,,,,2021-09-15,,,,,2021-11-30,,,,withdrawn,2026-03-16T03:48:01,,,,,
1253,1253,Shoemaker Energy Storage,"Alliance Energy Storage, LLC",ES,Orange,NY,G,O&R,Shoemaker,0,,,5.5,5.5,,,,,,2021-09-15,,,,,2021-11-30,,,,withdrawn,2026-03-16T03:48:01,,,,,
1254,1254,Barrett Hempstead Battery Storage,Barrett Hempstead Battery Storage,ES,Nassau,NY,K,LIPA,Barrett to Long Beach 33 kV circuit No 1(33-224),0,,,40.0,40.0,,,,,,2021-09-22,,,,,2025-12-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1256,1256,Canal Southampton Battery Storage,Canal Southampton Battery Storage,ES,Suffolk,NY,K,LIPA,Canal Substation 138kV,0,,,100.0,100.0,,,,,,2021-09-22,,,,,2025-01-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1258,1258,Deerpark Energy Storage,Oriden LLC,ES,Orange,NY,G,O&R,Deerpark 69 kV ,0,,,50.0,50.0,,,,,,2021-09-22,,,,,2022-02-28,,,,withdrawn,2026-03-16T03:48:01,,,,,
1259,1259,Middletown Energy Storage,Oriden LLC,ES,Orange,NY,G,O&R,Shoemaker 69 kV ,0,,,50.0,50.0,,,,,,2021-09-22,,,,,2021-11-30,,,,withdrawn,2026-03-16T03:48:01,,,,,
1260,1260,St. Regis River,BW Solar Holding,CR,St. Lawrence,NY,E,NM-NG,Dennison - Colton 115kV line #4,0,,,85.0,85.0,,,,,,2021-09-23,,,,,2024-05-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1261,1261,EI Sunset Park 2,Empire Offshore Wind LLC,W,Kings,NY,J,ConEd,Gowanus 345 kV,0,,,48.0,48.0,,,,,,2021-09-24,,,,,2023-02-28,,,,withdrawn,2026-03-16T03:48:01,,,,,
1262,1262,Brunswick Energy Storage,East Coast Power LLC,ES,Union,NJ,J,ConEd,Goethals 345kV,0,,,150.0,165.0,,,,,,2021-09-24,,,,,2022-01-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1263,1263,Ravenswood Energy Storage 4,Ravenswood Energy Storage 4,ES,Queens,NY,J,ConEd,Vernon 138kV,0,,,12.0,12.0,,,,,,2021-09-27,,,,,2021-11-30,,,,withdrawn,2026-03-16T03:48:01,,,,,
1264,1264,ELP Claverack Solar II LLC,ELP Claverack Solar II LLC,CR,Columbia,NY,F,NYTransco/ NM-NG,Hudson - Churchtown 115kV,0,,,20.0,20.0,,,,,,2021-09-27,,,,,2022-01-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1265,1265,Monticello Hills Wind,Liberty Renewables Inc.,W,Otsego,NY,E,NYSEG,West Winfield - Richfield Springs 46 kV Line #812,0,,,31.5,31.5,,,,,,2021-09-28,,,,,2024-11-30,,,,withdrawn,2026-03-16T03:48:01,,,,,
1266,1266,Rust Street 21.8MW ESS,"Microgrid Networks, LLC",ES,Queens,NY,J,ConEd,Glendale 27kV,0,,,21.8,22.8,,,,,,2021-09-28,,,,,2021-11-30,,,,withdrawn,2026-03-16T03:48:01,,,,,
1267,1267,Rust Street 20 MW ESS Project,"Microgrid Networks, LLC",ES,Queens,NY,J,ConEd,Glendale 27kV,0,,,20.0,20.0,,,,,,2021-09-28,,,,,2021-11-30,,,,withdrawn,2026-03-16T03:48:01,,,,,
1268,1268,1st Avenue 20 MW ESS Project,"Microgrid Networks, LLC",ES,Kings,NY,J,ConEd,,0,,,20.0,20.0,,,,,,2021-09-28,,,,,2021-11-30,,,,withdrawn,2026-03-16T03:48:01,,,,,
1269,1269,The Bruckner,"174 Power Global Properties, LLC",ES,Bronx,NY,J,ConEd,,0,,,11.6,11.6,,,,,,2021-09-28,,,,,2021-11-30,,,,withdrawn,2026-03-16T03:48:01,,,,,
1270,1270,Hinsdale 21.8MW Bulk Storage Project,"Microgrid Networks, LLC",ES,Kings,NY,J,ConEd,Brownsville 27kV,0,,,21.8,21.8,,,,,,2021-09-29,,,,,2021-11-30,,,,withdrawn,2026-03-16T03:48:01,,,,,
1271,1271,Atlantic Gateway,LS Power Grid NY Corporation I,AC,"Nassau,Suffolk,Westchester",NY,H; K,"ConEd, LIPA","Barrett 138 kV, Ruland Road 138 kV, Millwood ? Buchanan 345 kV lines(W97/W98), Millwood ? Pleasant Valley 345 kV lines (W80/W81)",0,,,,,,,,,,2021-10-07,,,,,2023-06-30,,,,withdrawn,2026-03-16T03:48:01,,,,,
1272,1272,EI Sunset BESS,Equinor Wind US LLC,ES,Kings,NY,J,ConEd,Greenwood South 138 kV,0,,,100.0,100.0,,,,,,2021-10-08,,,,,2023-07-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1273,1273,Downstate Clean Powerlink,"Anbaric Development Partners,LLC",AC,"Nassau, Suffolk, Bronx, Westchester",NY,"I,J,K","ConEd, LIPA","Mott Haven, Sprainbrook, Dunwoodie, Ruland Road, Newbridge, East Garden City, Syosset, Shore Road",0,,,,,,,,,,2021-10-08,,,,,2023-11-30,,,,withdrawn,2026-03-16T03:48:01,,,,,
1274,1274,Propel NY Energy ? Base Solution 2,NY Power Authority / NY Transco LLC.,AC,"Nassau, Queens, Bronx, Westchester",NY,I; J; K,"ConEd, LIPA",Sprain Brook 345 kV; Tremont 345 kV; Barrett138 kV; Shore Road 138 kV; Syosset 138 kV; Ruland Rd 138 kV,0,,,,,,,,,,2021-10-08,,,,,2023-07-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1275,1275,Propel NY Energy ? Base Solution 4,NY Power Authority / NY Transco LLC.,AC,"Nassau, Suffolk, Queens, Bronx",NY,J; K,"ConEd, LIPA",Tremont 345kV; Barrett138 kV; Shore Road 138 kV; Ruland Rd 138 kV,0,,,,,,,,,,2021-10-08,,,,,2023-07-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1276,1276,Propel NY Energy ? Base Solution 1,NY Power Authority / NY Transco LLC.,AC,"Nassau, Queens, Bronx, and Westchester",NY,I; J; K,"LIPA, ConEd, NYPA",Sprain Brook 345 kV; Tremont 345 kV; East Garden City 345 kV; Barrett 138 kV; East Garden City 138 kV; Shore Road 138 kV; Ruland Rd 138 kV,0,,,,,,,,,,2021-10-08,,,,,2023-07-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1277,1277,Propel NY Energy ? Base Solution 3,NY Power Authority / NY Transco LLC.,AC,"Nassau, Queens, Bronx, Westchester",NY,I; J; K,"LIPA, ConEd, NYPA",Sprain Brook 345 kV; Tremont 345 kV; East Garden City 345 kV; Barrett 138 kV; East Garden City 138 kV; Shore Road 138 kV; Ruland Rd 138 kV,0,,,,,,,,,,2021-10-09,,,,,2023-07-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1278,1278,NY Renewable Connect - Core 1,"NextEra Energy Transmission NY, Inc",AC,"Nassau, Suffolk, Westchester",NY,"I,J,K","ConEd, LIPA","East Garden City 345 kV, Sprain Brook 345 kV, Dunwoodie 345 kV, Jamaica 138 kV, Valley Stream 138 kV",0,,,,,,,,,,2021-10-10,,,,,2023-10-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1279,1279,NY Renewable Connect - Core 2,"NextEra Energy Transmission NY, Inc",AC,"Nassau, Suffolk, Westchester",NY,"I,J,K","ConEd, LIPA","East Garden City, Ruland Road, Sprain Brook, Dunwoodie, Jamaica, Valley Stream, Farragut",0,,,,,,,,,,2021-10-10,,,,,2023-10-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1280,1280,NY Renewable Connect - Core 3,"NextEra Energy Transmission NY, Inc",AC,"Nassau, Suffolk, Westchester",NY,"I,J,K","ConEd, LIPA","East Garden City, Ruland Road, Sprain Brook, Dunwoodie, Jamaica, Valley Stream, Farragut, Northport, Pilgrim",0,,,,,,,,,,2021-10-10,,,,,2023-10-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1281,1281,NY Renewable Connect - Core 4,"NextEra Energy Transmission NY, Inc",AC,"Nassau, Suffolk, Westchester",NY,"I,J,K","ConEd, LIPA","East Garden City, Ruland Road, Sprain Brook, Dunwoodie, Jamaica, Valley Stream, Farragut, Northport, Pilgrim",0,,,,,,,,,,2021-10-10,,,,,2023-10-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1282,1282,NY Renewable Connect - Core 5,"NextEra Energy Transmission NY, Inc",AC,"Nassau, Suffolk, Westchester",NY,"I,J,K","ConEd, LIPA","East Garden City, Ruland Road, Sprain Brook, Dunwoodie, Jamaica, Valley Stream, Northport",0,,,,,,,,,,2021-10-10,,,,,2023-10-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1283,1283,NY Renewable Connect - Core 6,"NextEra Energy Transmission NY, Inc",AC,"Nassau, Queens, Suffolk, Westchester",NY,"I,J,K","ConEd, LIPA","East Garden City, Ruland Road, Sprain Brook, Dunwoodie, Jamaica, Valley Stream, Northport, Pilgrim",0,,,,,,,,,,2021-10-10,,,,,2023-10-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1284,1284,NY Renewable Connect - Core 7,"NextEra Energy Transmission NY, Inc",AC,"Nassau, Suffolk, Westchester",NY,"H,I,J,K","ConEd, LIPA","East Garden City, Ruland Road, Sprain Brook, Dunwoodie, Jamaica, Valley Stream, Northport, Pilgrim, Buchanan",0,,,,,,,,,,2021-10-10,,,,,2023-10-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1285,1285,NY Renewable Connect - Enhanced 1,"NextEra Energy Transmission NY, Inc",AC,"Nassau, Suffolk, Westchester",NY,"H,I,J,K","ConEd, LIPA","East Garden City, Ruland Road, Sprain Brook, Dunwoodie, Farragut, Holbrook, Jamaica, Valley Stream, Northport, Pilgrim, Buchanan, Barrett",0,,,,,,,,,,2021-10-10,,,,,2023-10-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1286,1286,NY Renewable Connect - Enhanced 2,"NextEra Energy Transmission NY, Inc",AC,"Nassau, Suffolk, Westchester",NY,"G,H,I,J,K","O&R, ConEd, LIPA","East Garden City, Ruland Road, Sprain Brook, Dunwoodie, Farragut, Holbrook, Jamaica, Valley Stream, Northport, Pilgrim, Buchanan, Ramapo",0,,,,,,,,,,2021-10-10,,,,,2023-10-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1287,1287,NY Renewable Connect - Plus 3,"NextEra Energy Transmission NY, Inc",AC,"Nassau, Suffolk, Westchester",NY,"I,J,K","ConEd, LIPA","East Garden City, Ruland Road, Sprain Brook, Dunwoodie, Jamaica, Valley Stream, Northport, Pilgrim",0,,,,,,,,,,2021-10-10,,,,,2023-10-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1288,1288,CPNY-X,Clean Path New York LLC,DC,"Delaware, Queens",NY,"E,J","NYSEG, ConEd",Fraser 345 kV and Rainey 345 kV substations,0,,,,,,,,,,2021-11-23,,,,,2025-10-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1290,1290,Propel NY Energy ? Alternate Solution 6,NY Power Authority / NY Transco LLC.,AC,"Nassau, Queens, Bronx, Westchester",NY,I; J; K,"LIPA, ConEd, NYPA",Sprain Brook 345 kV; Dunwoodie 345 kV; Tremont 345 kV; East Garden City 345 kV; Barrett 138 kV; East Garden City 138 kV; Shore Road 138 kV; Syosset 138 kV; Ruland Rd 138 kV,0,,,,,,,,,,2021-10-11,,,,,2023-07-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1291,1291,Propel NY Energy ? Alternate Solution 7,NY Power Authority / NY Transco LLC.,DC,"Nassau, Queens, Bronx, Westchester",NY,I; J; K,"ConEd, LIPA",Sprain Brook 345 kV; Dunwoodie 345 kV; Tremont 345 kV; Barrett 138 kV; Shore Road 138 kV; Syosset 138 kV; Ruland Rd 138 kV; Northport 138 kV,0,,,,,,,,,,2021-10-11,,,,,2023-07-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1292,1292,Hemlock Hollow Wind,Liberty Renewables Inc.,W,Cattaraugus,NY,A,NM-NG,Homer Hill - Dugan Rd 115kV,0,,,87.9,87.9,,,,,,2021-10-20,,,,,2024-07-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1293,1293,White Springs Solar,ACE DevCo NC,S,Ontario,NY,,NYSEG,Haley Road 34.5 kV Substation,0,,,20.0,20.0,,,,,,2021-10-22,,,,,2023-08-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1294,1294,Moran Solar,ACE DevCo NC,S,Fulton,NY,F,NM-NG,Inghams - Stoner 115 kV,0,,,20.0,20.0,,,,,,2021-10-22,,,,,2024-02-29,,,,withdrawn,2026-03-16T03:48:01,,,,,
1295,1295,Putnam Mountain Solar,"Galehead Development, LLC",S,Washington,NY,F,NM-NG,Whitehall - Cedar 115 kV ,0,,,40.0,40.0,,,,,,2021-10-26,,,,,2022-11-30,,,,withdrawn,2026-03-16T03:48:01,,,,,
1296,1296,90662 Sing Sing Standalone Storage,Nexamp Solar,ES,Chemung,NY,J,ConEd,,0,,,20.0,20.0,,,,,,2021-10-28,,,,,2021-11-30,,,,withdrawn,2026-03-16T03:48:01,,,,,
1297,1297,Deerpark Energy Storage,"Algonquin Power Fund (America), Inc.",ES,Orange,NY,G,O&R,Cuddebackville substation,0,,,20.0,20.0,,,,,,2021-10-29,,,,,2022-01-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1298,1298,87677 Clifton Springs Standalone Storage,Nexamp Solar,ES,Ontario,NY,J,ConEd,,0,,,20.0,20.0,,,,,,2021-10-29,,,,,2021-11-30,,,,withdrawn,2026-03-16T03:48:01,,,,,
1299,1299,KCE NY 33,"KCE NY 33, LLC",ES,Broome,NY,C,NYSEG,Langdon 34.5kV Substation ,0,,,20.0,20.0,,,,,,2021-10-29,,,,,2022-08-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1300,1300,"KCE NY 25, LLC","KCE NY 25, LLC",ES,Ontario,NY,B,RG&E,Substation 146,0,,,6.0,6.0,,,,,,2021-11-02,,,,,2021-12-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1301,1301,Pine Barrens Storage,Pine Barrens Storage LLC,ES,Suffolk,NY,K,LIPA,Brookhaven 138 kV Substation,0,,,75.0,75.0,,,,,,2021-11-09,,,,,2024-05-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1302,1302,Bremen Solar,New Bremen Solar,S,Lewis,NY,E,NM-NG,Bremen 115 kV Substation,0,,,102.3,100.0,,,,,,2021-11-10,,,,,2022-03-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1303,1303,Agate Storage Project,Hanwha Q Cells USA,ES,Dutchess,NY,G,CHG&E,Manchester 115 kV substation,0,,,200.0,200.0,,,,,,2021-11-12,,,,,2024-05-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1304,1304,Coral Storage Project,Hanwha Q CELLS USA,ES,Chemung,NY,C,NYSEG,Yawger 115 kV substation,0,,,100.0,100.0,,,,,,2021-11-12,,,,,2024-05-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1305,1305,Crystal Storage Project,Hanwha Q CELLS USA,ES,Seneca,NY,C,NM-NG,Border City - Elbridge 115 kV Line#10,0,,,175.0,175.0,,,,,,2021-11-12,,,,,2024-05-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1306,1306,Opal Storage Project,Hanwha Q CELLS USA,ES,Orange,NY,G,CHG&E,East Walden 115 kV substation,0,,,200.0,200.0,,,,,,2021-11-12,,,,,2024-05-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1307,1307,"Riverhead Energy, LLC",Riverhead Energy,ES,Suffolk,NY,K,LIPA,Riverhead - Jamesport 69kV,0,,,100.0,100.0,,,,,,2021-11-16,,,,,2024-05-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1309,1309,Port Jefferson Energy Storage,"Algonquin Power Fund (America), Inc.",ES,Suffolk,NY,K,LIPA,Port Jefferson 69kV Substation,0,,,48.7,48.7,,,,,,2021-12-07,,,,,2022-03-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1310,1310,QMB1 Energy Storage,QMB1 Energy Storage,ES,Nassua,NY,K,LIPA,Ruland Rd. 138 kV,0,,,300.0,300.0,,,,,,2021-12-08,,,,,2024-07-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1311,1311,Bronx Shores Energy Storage,Bronx Shores Energy Storage,ES,Bronx,NY,J,ConEd,Mott Haven 138 kV,0,,,300.0,300.0,,,,,,2021-12-08,,,,,2024-05-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1312,1312,Orient Point BESS,Saturn Energy Storage LLC,ES,Suffolk,NY,K,LIPA,The existing 23kV line near PSEG?s 23 kV Orient substation,0,,,15.0,15.0,,,,,,2021-12-10,,,,,2022-02-28,,,,withdrawn,2026-03-16T03:48:01,,,,,
1313,1313,Queensbury BESS,Saturn Energy Storage LLC,ES,Warren,NY,F,NM-NG,Queensbury 34.5 kV substation,0,,,20.0,20.0,,,,,,2021-12-12,,,,,2024-05-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1314,1314,Regeneron Pharmaceutical INC,Regeneron Pharmaceuticals Inc,S,Rensselaer,NY,F,NM-NG,On site - connecting to electrical SWGR. Technical point of interconnection for the campus is at the primary meter at the substation,0,,,0.5,0.5,,,,,,2021-12-15,,,,,2022-03-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1316,1316,Bay Breeze Solar,"ACE DevCo NC, LLC",S,Jefferson,NY,E,NM-NG,Lyme - North Watertown 115kV Line #13,0,,,200.0,200.0,,,,,,2021-12-20,,,,,2024-07-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1317,1317,KCE NY 34,"KCE NY 34, LLC",ES,Ulster,NY,G,CHGE,13.8 kV Saugerties Substation,0,,,13.0,13.0,,,,,,2021-12-21,,,,,2022-02-28,,,,withdrawn,2026-03-16T03:48:01,,,,,
1318,1318,Saugerties Energy Storage,"Algonquin Power Fund (America), Inc.",ES,Ulster,NY,G,CHGE,Saugerties substation 13.8 kV,0,,,12.9,12.9,,,,,,2021-12-21,,,,,2022-01-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1319,1319,"Grateful Storage, LLC",Grateful Storage LLC,ES,Orange,NY,G,CHG&E,Chadwick Lake - East Walden 115 kV,0,,,100.0,100.0,,,,,,2021-12-23,,,,,2023-12-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1320,1320,"Lake Ronkonkoma Storage, LLC",Lake Ronkonkoma Storage LLC,ES,Suffolk,NY,K,LIPA,Ronkonkoma 138 kV substation,0,,,100.0,100.0,,,,,,2021-12-23,,,,,2024-01-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1321,1321,"Dix Hills, LLC",Dix Hills Storage LLC,ES,Suffolk,NY,K,LIPA,Bagatelle Rd 138 kV,0,,,100.0,100.0,,,,,,2021-12-23,,,,,2024-05-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1322,1322,"Holtsville West Storage, LLC",Holtsville West Storage LLC,ES,Suffolk,NY,K,LIPA,Holtsville 69 kV substation,0,,,50.0,50.0,,,,,,2021-12-23,,,,,2024-07-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1323,1323,Lincoln ESC,Fresh Air Energy II,ES,SUFFOLK,NY,K,LIPA,Holbrook - Bohemia 69kV,0,,,100.0,100.0,,,,,,2022-01-07,,,,,2024-05-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1324,1324,Somerset Solar Farm,AES,AC,USA,NY,A,NYSEG,Kintigh Switchyard 345kV,0,,,212.0,212.0,,,,,,2022-01-20,,,,,2022-03-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1325,1325,McKean County Solar CSR Phase 1,"RWE Solar Development, LLC",CR,McKean,PA,A,NYSEG,Homer City - Pierce Brook 345 kV,0,,,325.0,325.0,,,,,,2022-01-20,,,,,2024-05-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1326,1326,McKean County Solar CSR Phase 2,"RWE Solar Development, LLC",CR,McKean,PA,A,NYSEG,Homer City - Pierce Brook 345 kV,0,,,325.0,325.0,,,,,,2022-01-20,,,,,2024-05-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1327,1327,McKean County BESS,"RWE Solar Development, LLC",ES,McKean,PA,A,NYSEG,Homer City Station - Pierce Brook 345kV,0,,,170.0,170.0,,,,,,2022-01-20,,,,,2022-04-30,,,,withdrawn,2026-03-16T03:48:01,,,,,
1328,1328,Wayland solar,EDF renewables development inc.,S,Steuben,NY,C,NYSEG,Meyer - Eelpot Road 115 kV,0,,,120.0,120.0,,,,,,2022-01-26,,,,,2024-05-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1330,1330,AGR NY-1,Avangrid Renewables,W,Kings,NY,J,ConEd,Gowanus 345 kV Substation,0,,,1600.0,1600.0,,,,,,2022-02-17,,,,,2022-04-30,,,,withdrawn,2026-03-16T03:48:01,,,,,
1331,1331,Solar Generation Jennison Revitalization Facility,Solar Generation,S,Chenango,NY,,NYSEG,Jennison 115 kV,0,,,117.8,117.8,,,,,,2022-02-17,,,,,2023-08-31,,,,withdrawn,2026-03-16T03:48:01,,,,,
1332,1332,AGR NY-2,Avangrid Renewables,W,Richmond,NY,J,ConEd,Goethals 345 kV Substation,0,,,1600.0,1600.0,,,,,,2022-02-17,,,,,2022-04-30,,,,withdrawn,2026-03-16T03:48:01,,,,,
