Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
03/16/2026 04:00,WEST,61752,28.73,-4.73,2.94
03/16/2026 05:00,CAPITL,61757,40.56,1.37,0.00
03/16/2026 05:00,CENTRL,61754,38.10,-0.94,0.15
03/16/2026 05:00,DUNWOD,61760,40.99,1.80,0.00
03/16/2026 05:00,GENESE,61753,36.11,-2.86,0.21
03/16/2026 05:00,H Q,61844,39.01,0.08,0.26
03/16/2026 05:00,HUD VL,61758,40.64,1.45,0.00
03/16/2026 05:00,LONGIL,61762,40.64,1.45,0.00
03/16/2026 05:00,MHK VL,61756,40.54,0.43,-0.92
03/16/2026 05:00,MILLWD,61759,40.87,1.68,0.00
03/16/2026 05:00,N.Y.C.,61761,41.18,2.00,0.00
03/16/2026 05:00,NORTH,61755,44.00,0.16,-4.66
03/16/2026 05:00,NPX,61845,47.50,1.45,-6.86
03/16/2026 05:00,O H,61846,31.00,-5.84,2.35
03/16/2026 05:00,PJM,61847,36.94,-1.37,0.87
03/16/2026 05:00,WEST,61752,31.55,-5.25,2.38
03/16/2026 06:00,CAPITL,61757,50.57,1.61,0.00
03/16/2026 06:00,CENTRL,61754,48.76,-0.98,-0.79
03/16/2026 06:00,DUNWOD,61760,51.60,2.64,0.00
03/16/2026 06:00,GENESE,61753,45.90,-3.04,0.02
03/16/2026 06:00,H Q,61844,48.91,-0.05,0.00
03/16/2026 06:00,HUD VL,61758,51.11,2.15,0.00
03/16/2026 06:00,LONGIL,61762,51.16,2.21,0.00
03/16/2026 06:00,MHK VL,61756,49.64,0.69,0.00
03/16/2026 06:00,MILLWD,61759,51.50,2.54,0.00
03/16/2026 06:00,N.Y.C.,61761,51.89,2.94,0.00
03/16/2026 06:00,NORTH,61755,48.81,-0.15,0.00
03/16/2026 06:00,NPX,61845,60.00,1.81,-9.23
03/16/2026 06:00,O H,61846,29.60,-6.80,12.55
03/16/2026 06:00,PJM,61847,46.90,-1.52,0.54
03/16/2026 06:00,WEST,61752,40.41,-6.46,2.08
03/16/2026 07:00,CAPITL,61757,57.56,1.50,-9.17
03/16/2026 07:00,CENTRL,61754,48.57,-0.89,-2.57
03/16/2026 07:00,DUNWOD,61760,81.48,2.39,-32.20
03/16/2026 07:00,GENESE,61753,43.37,-3.00,0.52
03/16/2026 07:00,H Q,61844,46.44,0.00,0.45
03/16/2026 07:00,HUD VL,61758,68.76,1.88,-19.99
03/16/2026 07:00,LONGIL,61762,80.25,1.12,-32.24
03/16/2026 07:00,MHK VL,61756,43.95,1.03,3.97
03/16/2026 07:00,MILLWD,61759,79.37,2.20,-30.28
03/16/2026 07:00,N.Y.C.,61761,81.62,2.44,-32.29
03/16/2026 07:00,NORTH,61755,55.28,0.09,-8.29
03/16/2026 07:00,NPX,61845,64.00,1.60,-15.51
03/16/2026 07:00,O H,61846,32.90,-6.66,7.33
03/16/2026 07:00,PJM,61847,63.00,-1.55,-17.65
03/16/2026 07:00,WEST,61752,32.95,-5.86,8.08
03/16/2026 08:00,CAPITL,61757,58.58,1.87,0.00
03/16/2026 08:00,CENTRL,61754,59.50,-1.08,-3.87
03/16/2026 08:00,DUNWOD,61760,60.00,3.29,0.00
03/16/2026 08:00,GENESE,61753,49.48,-3.80,3.43
03/16/2026 08:00,H Q,61844,56.66,-0.06,0.00
03/16/2026 08:00,HUD VL,61758,59.20,2.49,0.00
03/16/2026 08:00,LONGIL,61762,59.09,2.38,0.00
03/16/2026 08:00,MHK VL,61756,57.51,0.79,0.00
03/16/2026 08:00,MILLWD,61759,59.72,3.00,0.00
03/16/2026 08:00,N.Y.C.,61761,60.17,3.46,0.00
03/16/2026 08:00,NORTH,61755,56.43,-0.28,0.00
03/16/2026 08:00,NPX,61845,65.40,2.15,-6.53
03/16/2026 08:00,O H,61846,34.28,-7.94,14.49
03/16/2026 08:00,PJM,61847,49.93,-1.65,5.13
03/16/2026 08:00,WEST,61752,33.53,-6.75,16.43
03/16/2026 09:00,CAPITL,61757,58.28,1.75,0.00
03/16/2026 09:00,CENTRL,61754,56.32,-1.24,-1.04
03/16/2026 09:00,DUNWOD,61760,60.37,3.85,0.00
03/16/2026 09:00,GENESE,61753,46.65,-3.56,6.31
03/16/2026 09:00,H Q,61844,56.30,-0.23,0.00
03/16/2026 09:00,HUD VL,61758,59.41,2.88,0.00
03/16/2026 09:00,LONGIL,61762,59.69,3.16,0.00
03/16/2026 09:00,MHK VL,61756,57.26,0.73,0.00
03/16/2026 09:00,MILLWD,61759,60.09,3.56,0.00
03/16/2026 09:00,N.Y.C.,61761,60.65,4.12,0.00
03/16/2026 09:00,NORTH,61755,55.79,-0.74,0.00
03/16/2026 09:00,NPX,61845,58.79,2.26,0.00
03/16/2026 09:00,O H,61846,33.40,-7.86,15.27
03/16/2026 09:00,PJM,61847,49.52,-1.47,5.54
03/16/2026 09:00,WEST,61752,33.87,-6.78,15.87
03/16/2026 10:00,CAPITL,61757,55.31,1.53,-1.18
03/16/2026 10:00,CENTRL,61754,52.28,-1.26,-0.94
03/16/2026 10:00,DUNWOD,61760,60.88,3.58,-4.70
03/16/2026 10:00,GENESE,61753,44.11,-2.94,5.55
03/16/2026 10:00,H Q,61844,52.50,-0.10,0.00
03/16/2026 10:00,HUD VL,61758,58.21,2.58,-3.03
03/16/2026 10:00,LONGIL,61762,60.68,3.37,-4.71
03/16/2026 10:00,MHK VL,61756,52.50,0.68,0.78
03/16/2026 10:00,MILLWD,61759,60.07,3.37,-4.10
03/16/2026 10:00,N.Y.C.,61761,61.00,3.68,-4.71
03/16/2026 10:00,NORTH,61755,52.18,-0.42,0.00
03/16/2026 10:00,NPX,61845,56.59,1.95,-2.04
03/16/2026 10:00,O H,61846,30.75,-7.10,14.75
03/16/2026 10:00,PJM,61847,48.74,-1.58,2.29
03/16/2026 10:00,WEST,61752,30.69,-6.58,15.34
03/16/2026 11:00,CAPITL,61757,51.73,1.31,-1.75
03/16/2026 11:00,CENTRL,61754,46.73,-1.27,0.68
03/16/2026 11:00,DUNWOD,61760,58.93,3.31,-6.95
03/16/2026 11:00,GENESE,61753,40.11,-2.68,5.88
03/16/2026 11:00,H Q,61844,48.57,-0.10,0.00
03/16/2026 11:00,HUD VL,61758,55.62,2.34,-4.61
03/16/2026 11:00,LONGIL,61762,58.70,3.07,-6.96
03/16/2026 11:00,MHK VL,61756,49.20,0.54,0.00
03/16/2026 11:00,MILLWD,61759,57.79,3.07,-6.06
03/16/2026 11:00,N.Y.C.,61761,58.95,3.31,-6.98
03/16/2026 11:00,NORTH,61755,48.33,-0.34,0.00
03/16/2026 11:00,NPX,61845,53.48,1.80,-3.01
03/16/2026 11:00,O H,61846,28.91,-6.43,13.33
03/16/2026 11:00,PJM,61847,46.43,-1.56,0.68
03/16/2026 11:00,WEST,61752,29.01,-6.13,13.53
03/16/2026 12:00,CAPITL,61757,51.26,1.26,-1.65
03/16/2026 12:00,CENTRL,61754,46.60,-1.21,0.56
03/16/2026 12:00,DUNWOD,61760,58.11,3.19,-6.55
03/16/2026 12:00,GENESE,61753,42.07,-2.46,3.83
03/16/2026 12:00,H Q,61844,48.31,-0.05,0.00
03/16/2026 12:00,HUD VL,61758,54.93,2.23,-4.35
03/16/2026 12:00,LONGIL,61762,57.92,3.00,-6.56
03/16/2026 12:00,MHK VL,61756,48.85,0.48,0.00
03/16/2026 12:00,MILLWD,61759,57.02,2.95,-5.71
03/16/2026 12:00,N.Y.C.,61761,58.27,3.33,-6.57
03/16/2026 12:00,NORTH,61755,48.17,-0.19,0.00
03/16/2026 12:00,NPX,61845,52.89,1.69,-2.84
03/16/2026 12:00,O H,61846,31.70,-6.29,10.38
03/16/2026 12:00,PJM,61847,46.95,-1.59,-0.18
03/16/2026 12:00,WEST,61752,31.71,-6.05,10.61
03/16/2026 13:00,CAPITL,61757,50.36,1.27,-2.04
03/16/2026 13:00,CENTRL,61754,45.19,-1.17,0.69
03/16/2026 13:00,DUNWOD,61760,58.36,3.20,-8.11
03/16/2026 13:00,GENESE,61753,39.85,-2.50,4.71
03/16/2026 13:00,H Q,61844,46.91,-0.14,0.00
03/16/2026 13:00,HUD VL,61758,54.69,2.26,-5.38
03/16/2026 13:00,LONGIL,61762,58.32,3.15,-8.12
03/16/2026 13:00,MHK VL,61756,47.52,0.47,0.00
03/16/2026 13:00,MILLWD,61759,57.08,2.97,-7.06
03/16/2026 13:00,N.Y.C.,61761,58.39,3.20,-8.13
03/16/2026 13:00,NORTH,61755,46.58,-0.47,0.00
03/16/2026 13:00,NPX,61845,52.26,1.69,-3.51
03/16/2026 13:00,O H,61846,28.17,-6.12,12.77
03/16/2026 13:00,PJM,61847,45.85,-1.46,-0.25
03/16/2026 13:00,WEST,61752,28.17,-5.84,13.05
03/16/2026 14:00,CAPITL,61757,49.33,1.30,-1.70
03/16/2026 14:00,CENTRL,61754,44.55,-1.16,0.63
03/16/2026 14:00,DUNWOD,61760,56.26,3.15,-6.77
03/16/2026 14:00,GENESE,61753,39.63,-2.41,4.29
03/16/2026 14:00,H Q,61844,46.20,-0.14,0.00
03/16/2026 14:00,HUD VL,61758,53.05,2.22,-4.49
03/16/2026 14:00,LONGIL,61762,56.22,3.11,-6.78
03/16/2026 14:00,MHK VL,61756,46.85,0.51,0.00
03/16/2026 14:00,MILLWD,61759,55.15,2.92,-5.89
03/16/2026 14:00,N.Y.C.,61761,56.28,3.15,-6.79
03/16/2026 14:00,NORTH,61755,45.97,-0.37,0.00
03/16/2026 14:00,NPX,61845,50.94,1.67,-2.93
03/16/2026 14:00,O H,61846,28.58,-6.12,11.64
03/16/2026 14:00,PJM,61847,44.68,-1.48,0.17
03/16/2026 14:00,WEST,61752,28.56,-5.89,11.90
03/16/2026 15:00,CAPITL,61757,50.42,1.43,-1.15
03/16/2026 15:00,CENTRL,61754,46.08,-1.10,0.67
03/16/2026 15:00,DUNWOD,61760,55.59,3.21,-4.54
03/16/2026 15:00,GENESE,61753,40.84,-2.30,4.70
03/16/2026 15:00,H Q,61844,47.70,-0.14,0.00
03/16/2026 15:00,HUD VL,61758,53.11,2.25,-3.01
03/16/2026 15:00,LONGIL,61762,55.55,3.16,-4.55
03/16/2026 15:00,MHK VL,61756,48.84,0.67,-0.33
03/16/2026 15:00,MILLWD,61759,54.81,2.97,-3.99
03/16/2026 15:00,N.Y.C.,61761,55.66,3.25,-4.56
03/16/2026 15:00,NORTH,61755,47.46,-0.38,0.00
03/16/2026 15:00,NPX,61845,51.53,1.72,-1.97
03/16/2026 15:00,O H,61846,28.53,-6.27,13.05
03/16/2026 15:00,PJM,61847,44.02,-1.58,2.24
03/16/2026 15:00,WEST,61752,28.42,-6.08,13.34
03/16/2026 16:00,CAPITL,61757,52.69,1.40,-1.10
03/16/2026 16:00,CENTRL,61754,50.13,-0.90,-0.84
03/16/2026 16:00,DUNWOD,61760,57.91,3.36,-4.36
03/16/2026 16:00,GENESE,61753,42.83,-2.51,4.86
03/16/2026 16:00,H Q,61844,49.99,-0.20,0.00
03/16/2026 16:00,HUD VL,61758,55.49,2.41,-2.89
03/16/2026 16:00,LONGIL,61762,57.77,3.22,-4.36
03/16/2026 16:00,MHK VL,61756,50.89,0.70,0.00
03/16/2026 16:00,MILLWD,61759,57.19,3.16,-3.83
03/16/2026 16:00,N.Y.C.,61761,58.02,3.46,-4.37
03/16/2026 16:00,NORTH,61755,49.79,-0.40,0.00
03/16/2026 16:00,NPX,61845,53.89,1.80,-1.89
03/16/2026 16:00,O H,61846,30.68,-6.57,12.94
03/16/2026 16:00,PJM,61847,46.85,-1.50,1.84
03/16/2026 16:00,WEST,61752,30.51,-6.23,13.46
03/16/2026 17:00,CAPITL,61757,59.87,1.69,-3.77
03/16/2026 17:00,CENTRL,61754,54.53,-1.20,-1.32
03/16/2026 17:00,DUNWOD,61760,73.13,3.70,-15.02
03/16/2026 17:00,GENESE,61753,43.56,-2.99,7.86
03/16/2026 17:00,H Q,61844,54.20,-0.22,0.00
03/16/2026 17:00,HUD VL,61758,65.12,2.72,-7.99
03/16/2026 17:00,LONGIL,61762,73.32,3.86,-15.04
03/16/2026 17:00,MHK VL,61756,55.12,0.71,0.00
03/16/2026 17:00,MILLWD,61759,71.13,3.49,-13.23
03/16/2026 17:00,N.Y.C.,61761,73.29,3.81,-15.07
03/16/2026 17:00,NORTH,61755,53.70,-0.71,0.00
03/16/2026 17:00,NPX,61845,63.00,2.07,-6.52
03/16/2026 17:00,O H,61846,27.84,-7.29,19.29
03/16/2026 17:00,PJM,61847,55.70,-1.52,-2.81
03/16/2026 17:00,WEST,61752,27.67,-6.69,20.05
03/16/2026 18:00,CAPITL,61757,63.52,2.06,-2.50
03/16/2026 18:00,CENTRL,61754,58.68,-1.06,-0.78
03/16/2026 18:00,DUNWOD,61760,73.05,4.13,-9.96
03/16/2026 18:00,GENESE,61753,55.67,-3.42,-0.14
03/16/2026 18:00,H Q,61844,58.61,-0.35,0.00
03/16/2026 18:00,HUD VL,61758,67.32,3.06,-5.30
03/16/2026 18:00,LONGIL,61762,73.12,4.19,-9.98
03/16/2026 18:00,MHK VL,61756,60.02,1.06,0.00
03/16/2026 18:00,MILLWD,61759,71.51,3.78,-8.78
03/16/2026 18:00,N.Y.C.,61761,73.08,4.13,-10.00
03/16/2026 18:00,NORTH,61755,58.08,-0.88,0.00
03/16/2026 18:00,NPX,61845,65.70,2.42,-4.32
03/16/2026 18:00,O H,61846,40.30,-8.14,10.52
03/16/2026 18:00,PJM,61847,60.34,-1.30,-2.68
03/16/2026 18:00,WEST,61752,40.95,-6.96,11.05
03/16/2026 19:00,CAPITL,61757,65.55,2.12,-4.54
03/16/2026 19:00,CENTRL,61754,59.13,-1.06,-1.30
03/16/2026 19:00,DUNWOD,61760,81.25,4.18,-18.18
03/16/2026 19:00,GENESE,61753,55.29,-3.65,-0.05
03/16/2026 19:00,H Q,61844,58.60,-0.29,0.00
03/16/2026 19:00,HUD VL,61758,69.98,3.06,-8.03
03/16/2026 19:00,LONGIL,61762,81.35,4.24,-18.21
03/16/2026 19:00,MHK VL,61756,59.89,1.00,0.00
03/16/2026 19:00,MILLWD,61759,78.77,3.83,-16.05
03/16/2026 19:00,N.Y.C.,61761,81.38,4.24,-18.24
03/16/2026 19:00,NORTH,61755,58.25,-0.65,0.00
03/16/2026 19:00,NPX,61845,69.14,2.36,-7.89
03/16/2026 19:00,O H,61846,42.94,-8.25,7.71
03/16/2026 19:00,PJM,61847,67.32,-1.24,-9.67
03/16/2026 19:00,WEST,61752,45.28,-6.77,6.84
03/16/2026 20:00,CAPITL,61757,60.96,1.92,-0.86
03/16/2026 20:00,CENTRL,61754,61.19,-0.93,-3.94
03/16/2026 20:00,DUNWOD,61760,65.46,3.84,-3.43
03/16/2026 20:00,GENESE,61753,54.82,-3.38,-0.02
03/16/2026 20:00,H Q,61844,58.01,-0.17,0.00
03/16/2026 20:00,HUD VL,61758,62.49,2.79,-1.52
03/16/2026 20:00,LONGIL,61762,65.52,3.90,-3.44
03/16/2026 20:00,MHK VL,61756,59.29,1.10,0.00
03/16/2026 20:00,MILLWD,61759,64.77,3.55,-3.03
03/16/2026 20:00,N.Y.C.,61761,65.53,3.90,-3.44
03/16/2026 20:00,NORTH,61755,57.95,-0.23,0.00
03/16/2026 20:00,NPX,61845,61.76,2.09,-1.49
03/16/2026 20:00,O H,61846,41.09,-7.74,9.35
03/16/2026 20:00,PJM,61847,56.00,-1.22,0.96
03/16/2026 20:00,WEST,61752,40.39,-6.34,11.45
03/16/2026 21:00,CAPITL,61757,54.47,1.58,0.00
03/16/2026 21:00,CENTRL,61754,55.53,-0.90,-3.55
03/16/2026 21:00,DUNWOD,61760,56.00,3.12,0.00
03/16/2026 21:00,GENESE,61753,49.89,-3.12,-0.13
03/16/2026 21:00,H Q,61844,52.44,0.00,0.44
03/16/2026 21:00,HUD VL,61758,55.10,2.22,0.00
03/16/2026 21:00,LONGIL,61762,55.95,3.07,0.00
03/16/2026 21:00,MHK VL,61756,55.33,1.00,-1.45
03/16/2026 21:00,MILLWD,61759,55.79,2.91,0.00
03/16/2026 21:00,N.Y.C.,61761,56.00,3.12,0.00
03/16/2026 21:00,NORTH,61755,60.07,0.47,-6.71
03/16/2026 21:00,NPX,61845,54.57,1.69,0.00
03/16/2026 21:00,O H,61846,27.49,-7.19,18.20
03/16/2026 21:00,PJM,61847,46.00,-1.38,5.51
03/16/2026 21:00,WEST,61752,29.35,-6.08,17.45
03/16/2026 22:00,CAPITL,61757,47.52,1.38,0.00
03/16/2026 22:00,CENTRL,61754,48.00,-0.83,-2.69
03/16/2026 22:00,DUNWOD,61760,49.00,2.86,0.00
03/16/2026 22:00,GENESE,61753,43.38,-2.77,-0.01
03/16/2026 22:00,H Q,61844,45.83,-0.05,0.26
03/16/2026 22:00,HUD VL,61758,48.22,2.08,0.00
03/16/2026 22:00,LONGIL,61762,49.28,3.14,0.00
03/16/2026 22:00,MHK VL,61756,47.74,0.74,-0.87
03/16/2026 22:00,MILLWD,61759,48.81,2.68,0.00
03/16/2026 22:00,N.Y.C.,61761,49.23,3.09,0.00
03/16/2026 22:00,NORTH,61755,50.38,0.23,-4.01
03/16/2026 22:00,NPX,61845,47.66,1.52,0.00
03/16/2026 22:00,O H,61846,32.42,-6.04,7.68
03/16/2026 22:00,PJM,61847,43.00,-1.06,2.08
03/16/2026 22:00,WEST,61752,33.56,-5.12,7.46
03/16/2026 23:00,CAPITL,61757,42.02,1.30,0.00
03/16/2026 23:00,CENTRL,61754,40.40,-0.77,-0.46
03/16/2026 23:00,DUNWOD,61760,42.87,2.16,0.00
03/16/2026 23:00,GENESE,61753,38.15,-2.56,0.00
03/16/2026 23:00,H Q,61844,40.39,0.04,0.37
03/16/2026 23:00,HUD VL,61758,42.26,1.55,0.00
03/16/2026 23:00,LONGIL,61762,42.71,1.99,0.00
03/16/2026 23:00,MHK VL,61756,42.47,0.57,-1.19
03/16/2026 23:00,MILLWD,61759,42.71,1.99,0.00
03/16/2026 23:00,N.Y.C.,61761,43.07,2.36,0.00
03/16/2026 23:00,NORTH,61755,46.71,0.32,-5.67
03/16/2026 23:00,NPX,61845,42.18,1.46,0.00
03/16/2026 23:00,O H,61846,28.66,-5.45,6.60
03/16/2026 23:00,PJM,61847,39.30,-1.18,0.23
03/16/2026 23:00,WEST,61752,35.12,-4.76,0.83
