Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
03/14/2026 02:00,PJM,61847,34.27,-1.55,1.13
03/14/2026 02:00,WEST,61752,30.19,-4.77,2.00
03/14/2026 03:00,CAPITL,61757,37.50,0.91,0.00
03/14/2026 03:00,CENTRL,61754,36.43,-0.84,-0.68
03/14/2026 03:00,DUNWOD,61760,37.75,1.17,0.00
03/14/2026 03:00,GENESE,61753,34.27,-2.30,0.01
03/14/2026 03:00,H Q,61844,36.45,0.29,0.42
03/14/2026 03:00,HUD VL,61758,37.57,0.99,0.00
03/14/2026 03:00,LONGIL,61762,37.86,1.28,0.00
03/14/2026 03:00,MHK VL,61756,38.60,0.55,-1.47
03/14/2026 03:00,MILLWD,61759,37.72,1.14,0.00
03/14/2026 03:00,N.Y.C.,61761,37.79,1.21,0.00
03/14/2026 03:00,NORTH,61755,44.05,0.91,-6.55
03/14/2026 03:00,NPX,61845,37.31,0.73,0.00
03/14/2026 03:00,O H,61846,30.30,-5.08,1.20
03/14/2026 03:00,PJM,61847,33.75,-1.61,1.22
03/14/2026 03:00,WEST,61752,30.49,-4.75,1.34
03/14/2026 04:00,CAPITL,61757,38.00,0.86,0.00
03/14/2026 04:00,CENTRL,61754,36.75,-0.89,-0.49
03/14/2026 04:00,DUNWOD,61760,38.23,1.08,0.00
03/14/2026 04:00,GENESE,61753,34.76,-2.38,0.01
03/14/2026 04:00,H Q,61844,36.92,0.33,0.56
03/14/2026 04:00,HUD VL,61758,38.04,0.89,0.00
03/14/2026 04:00,LONGIL,61762,38.34,1.19,0.00
03/14/2026 04:00,MHK VL,61756,39.73,0.63,-1.95
03/14/2026 04:00,MILLWD,61759,38.15,1.00,0.00
03/14/2026 04:00,N.Y.C.,61761,38.26,1.11,0.00
03/14/2026 04:00,NORTH,61755,46.77,1.08,-8.54
03/14/2026 04:00,NPX,61845,37.89,0.74,0.00
03/14/2026 04:00,O H,61846,31.30,-5.24,0.61
03/14/2026 04:00,PJM,61847,33.00,-1.75,2.40
03/14/2026 04:00,WEST,61752,31.49,-4.98,0.68
03/14/2026 05:00,CAPITL,61757,40.24,1.06,0.00
03/14/2026 05:00,CENTRL,61754,38.99,-0.94,-0.75
03/14/2026 05:00,DUNWOD,61760,40.39,1.22,0.00
03/14/2026 05:00,GENESE,61753,36.74,-2.43,0.01
03/14/2026 05:00,H Q,61844,39.03,0.31,0.46
03/14/2026 05:00,HUD VL,61758,40.16,0.98,0.00
03/14/2026 05:00,LONGIL,61762,40.63,1.45,0.00
03/14/2026 05:00,MHK VL,61756,41.37,0.59,-1.61
03/14/2026 05:00,MILLWD,61759,40.31,1.14,0.00
03/14/2026 05:00,N.Y.C.,61761,40.47,1.29,0.00
03/14/2026 05:00,NORTH,61755,47.31,1.10,-7.04
03/14/2026 05:00,NPX,61845,40.08,0.90,0.00
03/14/2026 05:00,O H,61846,32.50,-5.37,1.31
03/14/2026 05:00,PJM,61847,36.20,-1.72,1.25
03/14/2026 05:00,WEST,61752,32.58,-5.13,1.47
03/14/2026 06:00,CAPITL,61757,46.32,1.13,0.00
03/14/2026 06:00,CENTRL,61754,46.77,-0.90,-2.48
03/14/2026 06:00,DUNWOD,61760,46.77,1.58,0.00
03/14/2026 06:00,GENESE,61753,42.55,-2.62,0.01
03/14/2026 06:00,H Q,61844,45.13,0.32,0.37
03/14/2026 06:00,HUD VL,61758,46.45,1.26,0.00
03/14/2026 06:00,LONGIL,61762,47.13,1.94,0.00
03/14/2026 06:00,MHK VL,61756,47.26,0.77,-1.30
03/14/2026 06:00,MILLWD,61759,46.68,1.49,0.00
03/14/2026 06:00,N.Y.C.,61761,46.90,1.72,0.00
03/14/2026 06:00,NORTH,61755,52.06,1.17,-5.69
03/14/2026 06:00,NPX,61845,46.14,0.95,0.00
03/14/2026 06:00,O H,61846,34.20,-5.70,5.29
03/14/2026 06:00,PJM,61847,41.95,-1.72,1.52
03/14/2026 06:00,WEST,61752,33.82,-5.42,5.94
03/14/2026 07:00,CAPITL,61757,51.67,1.31,0.00
03/14/2026 07:00,CENTRL,61754,52.79,-1.06,-3.49
03/14/2026 07:00,DUNWOD,61760,52.17,1.81,0.00
03/14/2026 07:00,GENESE,61753,47.39,-2.97,0.00
03/14/2026 07:00,H Q,61844,51.20,0.30,-0.53
03/14/2026 07:00,HUD VL,61758,51.72,1.36,0.00
03/14/2026 07:00,LONGIL,61762,51.72,1.36,0.00
03/14/2026 07:00,MHK VL,61756,53.11,0.95,-1.79
03/14/2026 07:00,MILLWD,61759,52.02,1.66,0.00
03/14/2026 07:00,N.Y.C.,61761,52.27,1.91,0.00
03/14/2026 07:00,NORTH,61755,59.43,1.21,-7.86
03/14/2026 07:00,NPX,61845,52.57,1.16,-1.05
03/14/2026 07:00,O H,61846,37.45,-6.55,6.36
03/14/2026 07:00,PJM,61847,47.37,-1.91,1.07
03/14/2026 07:00,WEST,61752,36.00,-6.04,8.32
03/14/2026 08:00,CAPITL,61757,48.26,1.18,0.00
03/14/2026 08:00,CENTRL,61754,49.32,-0.99,-3.23
03/14/2026 08:00,DUNWOD,61760,48.82,1.74,0.00
03/14/2026 08:00,GENESE,61753,44.49,-2.59,0.00
03/14/2026 08:00,H Q,61844,45.94,0.28,1.43
03/14/2026 08:00,HUD VL,61758,48.40,1.32,0.00
03/14/2026 08:00,LONGIL,61762,48.63,1.55,0.00
03/14/2026 08:00,MHK VL,61756,49.01,0.80,-1.13
03/14/2026 08:00,MILLWD,61759,48.68,1.60,0.00
03/14/2026 08:00,N.Y.C.,61761,49.01,1.93,0.00
03/14/2026 08:00,NORTH,61755,53.79,1.08,-5.62
03/14/2026 08:00,NPX,61845,46.97,0.94,1.05
03/14/2026 08:00,O H,61846,33.12,-5.93,8.02
03/14/2026 08:00,PJM,61847,42.24,-1.79,3.05
03/14/2026 08:00,WEST,61752,33.80,-5.46,7.82
03/14/2026 09:00,CAPITL,61757,42.67,0.84,0.00
03/14/2026 09:00,CENTRL,61754,44.17,-0.80,-3.13
03/14/2026 09:00,DUNWOD,61760,43.42,1.59,0.00
03/14/2026 09:00,GENESE,61753,39.95,-1.88,0.00
03/14/2026 09:00,H Q,61844,41.38,0.29,0.75
03/14/2026 09:00,HUD VL,61758,42.92,1.09,0.00
03/14/2026 09:00,LONGIL,61762,43.38,1.55,0.00
03/14/2026 09:00,MHK VL,61756,44.39,0.50,-2.05
03/14/2026 09:00,MILLWD,61759,43.21,1.38,0.00
03/14/2026 09:00,N.Y.C.,61761,43.63,1.80,0.00
03/14/2026 09:00,NORTH,61755,54.12,1.05,-11.24
03/14/2026 09:00,NPX,61845,42.50,0.67,0.00
03/14/2026 09:00,O H,61846,30.72,-4.81,6.31
03/14/2026 09:00,PJM,61847,38.56,-1.47,1.81
03/14/2026 09:00,WEST,61752,30.32,-4.44,7.08
03/14/2026 10:00,CAPITL,61757,39.07,0.73,0.00
03/14/2026 10:00,CENTRL,61754,40.29,-0.73,-2.68
03/14/2026 10:00,DUNWOD,61760,39.76,1.42,0.00
03/14/2026 10:00,GENESE,61753,36.65,-1.69,0.00
03/14/2026 10:00,H Q,61844,38.31,0.23,0.26
03/14/2026 10:00,HUD VL,61758,39.30,0.96,0.00
03/14/2026 10:00,LONGIL,61762,39.88,1.54,0.00
03/14/2026 10:00,MHK VL,61756,39.37,0.38,-0.65
03/14/2026 10:00,MILLWD,61759,39.65,1.30,0.00
03/14/2026 10:00,N.Y.C.,61761,39.87,1.54,0.00
03/14/2026 10:00,NORTH,61755,43.07,0.84,-3.89
03/14/2026 10:00,NPX,61845,39.07,0.73,0.00
03/14/2026 10:00,O H,61846,28.12,-4.37,5.85
03/14/2026 10:00,PJM,61847,35.36,-1.30,1.68
03/14/2026 10:00,WEST,61752,27.71,-4.07,6.57
03/14/2026 11:00,CAPITL,61757,36.93,0.76,0.00
03/14/2026 11:00,CENTRL,61754,37.75,-0.83,-2.42
03/14/2026 11:00,DUNWOD,61760,37.65,1.48,0.00
03/14/2026 11:00,GENESE,61753,34.36,-1.81,0.00
03/14/2026 11:00,H Q,61844,36.31,0.15,0.01
03/14/2026 11:00,HUD VL,61758,37.18,1.01,0.00
03/14/2026 11:00,LONGIL,61762,37.87,1.70,0.00
03/14/2026 11:00,MHK VL,61756,36.44,0.25,-0.01
03/14/2026 11:00,MILLWD,61759,37.51,1.34,0.00
03/14/2026 11:00,N.Y.C.,61761,37.80,1.63,0.00
03/14/2026 11:00,NORTH,61755,36.87,0.61,-0.09
03/14/2026 11:00,NPX,61845,37.00,0.83,0.00
03/14/2026 11:00,O H,61846,26.22,-4.41,5.53
03/14/2026 11:00,PJM,61847,33.32,-1.27,1.59
03/14/2026 11:00,WEST,61752,25.73,-4.23,6.21
03/14/2026 12:00,CAPITL,61757,33.24,0.65,0.00
03/14/2026 12:00,CENTRL,61754,33.38,-0.75,-1.54
03/14/2026 12:00,DUNWOD,61760,33.95,1.37,0.00
03/14/2026 12:00,GENESE,61753,30.96,-1.63,0.00
03/14/2026 12:00,H Q,61844,32.60,0.10,0.08
03/14/2026 12:00,HUD VL,61758,33.50,0.91,0.00
03/14/2026 12:00,LONGIL,61762,34.08,1.50,0.00
03/14/2026 12:00,MHK VL,61756,32.97,0.20,-0.19
03/14/2026 12:00,MILLWD,61759,33.79,1.21,0.00
03/14/2026 12:00,N.Y.C.,61761,34.08,1.50,0.00
03/14/2026 12:00,NORTH,61755,34.24,0.42,-1.23
03/14/2026 12:00,NPX,61845,33.40,0.81,0.00
03/14/2026 12:00,O H,61846,25.26,-3.88,3.45
03/14/2026 12:00,PJM,61847,30.49,-1.11,0.99
03/14/2026 12:00,WEST,61752,24.94,-3.78,3.87
03/14/2026 13:00,CAPITL,61757,29.55,0.66,0.00
03/14/2026 13:00,CENTRL,61754,28.27,-0.69,-0.08
03/14/2026 13:00,DUNWOD,61760,30.16,1.27,0.00
03/14/2026 13:00,GENESE,61753,27.27,-1.62,0.00
03/14/2026 13:00,H Q,61844,28.91,0.03,0.00
03/14/2026 13:00,HUD VL,61758,29.78,0.90,0.00
03/14/2026 13:00,LONGIL,61762,30.10,1.21,0.00
03/14/2026 13:00,MHK VL,61756,29.00,0.12,0.00
03/14/2026 13:00,MILLWD,61759,30.01,1.13,0.00
03/14/2026 13:00,N.Y.C.,61761,30.28,1.39,0.00
03/14/2026 13:00,NORTH,61755,28.94,0.06,0.00
03/14/2026 13:00,NPX,61845,29.78,0.90,0.00
03/14/2026 13:00,O H,61846,25.10,-3.61,0.17
03/14/2026 13:00,PJM,61847,27.88,-0.95,0.05
03/14/2026 13:00,WEST,61752,25.19,-3.50,0.20
03/14/2026 14:00,CAPITL,61757,28.01,0.55,0.00
03/14/2026 14:00,CENTRL,61754,26.88,-0.58,0.00
03/14/2026 14:00,DUNWOD,61760,28.59,1.13,0.00
03/14/2026 14:00,GENESE,61753,26.11,-1.34,0.00
03/14/2026 14:00,H Q,61844,27.49,0.03,0.00
03/14/2026 14:00,HUD VL,61758,28.23,0.77,0.00
03/14/2026 14:00,LONGIL,61762,28.67,1.21,0.00
03/14/2026 14:00,MHK VL,61756,27.62,0.17,0.00
03/14/2026 14:00,MILLWD,61759,28.44,0.99,0.00
03/14/2026 14:00,N.Y.C.,61761,28.70,1.24,0.00
03/14/2026 14:00,NORTH,61755,27.51,0.06,0.00
03/14/2026 14:00,NPX,61845,28.23,0.77,0.00
03/14/2026 14:00,O H,61846,24.25,-3.21,0.00
03/14/2026 14:00,PJM,61847,26.58,-0.88,0.00
03/14/2026 14:00,WEST,61752,24.36,-3.10,0.00
03/14/2026 15:00,CAPITL,61757,29.89,0.76,0.00
03/14/2026 15:00,CENTRL,61754,29.96,-0.64,-1.47
03/14/2026 15:00,DUNWOD,61760,30.39,1.25,0.00
03/14/2026 15:00,GENESE,61753,27.53,-1.60,0.00
03/14/2026 15:00,H Q,61844,29.10,-0.03,0.00
03/14/2026 15:00,HUD VL,61758,30.04,0.90,0.00
03/14/2026 15:00,LONGIL,61762,30.50,1.37,0.00
03/14/2026 15:00,MHK VL,61756,29.31,0.18,0.00
03/14/2026 15:00,MILLWD,61759,30.27,1.14,0.00
03/14/2026 15:00,N.Y.C.,61761,30.47,1.34,0.00
03/14/2026 15:00,NORTH,61755,29.10,-0.03,0.00
03/14/2026 15:00,NPX,61845,30.12,0.99,0.00
03/14/2026 15:00,O H,61846,22.21,-3.56,3.37
03/14/2026 15:00,PJM,61847,27.23,-0.93,0.97
03/14/2026 15:00,WEST,61752,22.00,-3.35,3.78
03/14/2026 16:00,CAPITL,61757,33.12,0.87,0.00
03/14/2026 16:00,CENTRL,61754,32.00,-0.55,-0.30
03/14/2026 16:00,DUNWOD,61760,33.63,1.39,0.00
03/14/2026 16:00,GENESE,61753,30.60,-1.64,0.00
03/14/2026 16:00,H Q,61844,32.22,-0.03,0.00
03/14/2026 16:00,HUD VL,61758,33.28,1.03,0.00
03/14/2026 16:00,LONGIL,61762,33.80,1.55,0.00
03/14/2026 16:00,MHK VL,61756,32.57,0.32,0.00
03/14/2026 16:00,MILLWD,61759,33.50,1.26,0.00
03/14/2026 16:00,N.Y.C.,61761,33.76,1.52,0.00
03/14/2026 16:00,NORTH,61755,32.12,-0.13,0.00
03/14/2026 16:00,NPX,61845,33.28,1.03,0.00
03/14/2026 16:00,O H,61846,27.80,-3.77,0.68
03/14/2026 16:00,PJM,61847,31.12,-0.94,0.19
03/14/2026 16:00,WEST,61752,28.00,-3.48,0.76
03/14/2026 17:00,CAPITL,61757,42.54,1.16,0.00
03/14/2026 17:00,CENTRL,61754,40.68,-0.70,0.00
03/14/2026 17:00,DUNWOD,61760,43.29,1.90,0.00
03/14/2026 17:00,GENESE,61753,39.15,-2.24,0.00
03/14/2026 17:00,H Q,61844,41.66,0.00,-0.27
03/14/2026 17:00,HUD VL,61758,42.83,1.45,0.00
03/14/2026 17:00,LONGIL,61762,43.58,2.19,0.00
03/14/2026 17:00,MHK VL,61756,42.04,0.66,0.00
03/14/2026 17:00,MILLWD,61759,43.12,1.74,0.00
03/14/2026 17:00,N.Y.C.,61761,43.49,2.11,0.00
03/14/2026 17:00,NORTH,61755,41.30,-0.08,0.00
03/14/2026 17:00,NPX,61845,42.98,1.32,-0.27
03/14/2026 17:00,O H,61846,36.48,-5.17,-0.27
03/14/2026 17:00,PJM,61847,40.37,-1.28,-0.27
03/14/2026 17:00,WEST,61752,36.71,-4.68,0.00
03/14/2026 18:00,CAPITL,61757,56.56,1.70,0.00
03/14/2026 18:00,CENTRL,61754,54.46,-0.60,-0.21
03/14/2026 18:00,DUNWOD,61760,57.11,2.25,0.00
03/14/2026 18:00,GENESE,61753,52.39,-2.47,0.00
03/14/2026 18:00,H Q,61844,54.17,0.00,0.69
03/14/2026 18:00,HUD VL,61758,56.61,1.75,0.00
03/14/2026 18:00,LONGIL,61762,56.99,2.14,0.00
03/14/2026 18:00,MHK VL,61756,57.40,1.15,-1.39
03/14/2026 18:00,MILLWD,61759,56.94,2.08,0.00
03/14/2026 18:00,N.Y.C.,61761,57.21,2.36,0.00
03/14/2026 18:00,NORTH,61755,61.00,0.00,-6.14
03/14/2026 18:00,NPX,61845,55.90,1.31,0.27
03/14/2026 18:00,O H,61846,48.00,-6.58,0.27
03/14/2026 18:00,PJM,61847,48.68,-1.76,4.42
03/14/2026 18:00,WEST,61752,49.10,-5.76,0.00
03/14/2026 19:00,CAPITL,61757,61.63,1.97,0.00
03/14/2026 19:00,CENTRL,61754,59.39,-0.60,-0.32
03/14/2026 19:00,DUNWOD,61760,62.35,2.69,0.00
03/14/2026 19:00,GENESE,61753,56.86,-2.80,0.00
03/14/2026 19:00,H Q,61844,59.03,0.00,0.64
03/14/2026 19:00,HUD VL,61758,61.75,2.09,0.00
03/14/2026 19:00,LONGIL,61762,62.41,2.75,0.00
03/14/2026 19:00,MHK VL,61756,63.40,1.61,-2.13
03/14/2026 19:00,MILLWD,61759,62.11,2.45,0.00
03/14/2026 19:00,N.Y.C.,61761,62.47,2.80,0.00
03/14/2026 19:00,NORTH,61755,69.06,0.00,-9.39
03/14/2026 19:00,NPX,61845,60.92,1.25,0.00
03/14/2026 19:00,O H,61846,51.97,-7.70,0.00
03/14/2026 19:00,PJM,61847,56.20,-1.91,1.55
03/14/2026 19:00,WEST,61752,53.04,-6.62,0.00
03/14/2026 20:00,CAPITL,61757,56.98,1.66,0.00
03/14/2026 20:00,CENTRL,61754,55.28,-0.38,-0.35
03/14/2026 20:00,DUNWOD,61760,57.64,2.32,0.00
03/14/2026 20:00,GENESE,61753,53.00,-2.32,0.00
03/14/2026 20:00,H Q,61844,54.63,0.00,0.69
03/14/2026 20:00,HUD VL,61758,57.14,1.82,0.00
03/14/2026 20:00,LONGIL,61762,57.47,2.16,0.00
03/14/2026 20:00,MHK VL,61756,59.18,1.55,-2.31
03/14/2026 20:00,MILLWD,61759,57.37,2.05,0.00
03/14/2026 20:00,N.Y.C.,61761,57.75,2.43,0.00
03/14/2026 20:00,NORTH,61755,65.64,0.11,-10.21
03/14/2026 20:00,NPX,61845,56.20,0.88,0.00
03/14/2026 20:00,O H,61846,48.68,-6.64,0.00
03/14/2026 20:00,PJM,61847,48.40,-1.66,5.26
03/14/2026 20:00,WEST,61752,49.67,-5.64,0.00
03/14/2026 21:00,CAPITL,61757,52.71,1.39,0.00
03/14/2026 21:00,CENTRL,61754,51.25,-0.46,-0.39
03/14/2026 21:00,DUNWOD,61760,53.38,2.06,0.00
03/14/2026 21:00,GENESE,61753,48.91,-2.41,0.00
03/14/2026 21:00,H Q,61844,50.70,0.15,0.78
03/14/2026 21:00,HUD VL,61758,52.92,1.59,0.00
03/14/2026 21:00,LONGIL,61762,53.38,2.06,0.00
03/14/2026 21:00,MHK VL,61756,55.27,1.33,-2.61
03/14/2026 21:00,MILLWD,61759,53.22,1.90,0.00
03/14/2026 21:00,N.Y.C.,61761,53.58,2.26,0.00
03/14/2026 21:00,NORTH,61755,63.49,0.62,-11.55
03/14/2026 21:00,NPX,61845,52.10,0.77,0.00
03/14/2026 21:00,O H,61846,45.01,-6.31,0.00
03/14/2026 21:00,PJM,61847,42.01,-1.64,7.67
03/14/2026 21:00,WEST,61752,45.99,-5.34,0.00
03/14/2026 22:00,CAPITL,61757,49.26,1.11,0.00
03/14/2026 22:00,CENTRL,61754,48.21,-0.33,-0.39
03/14/2026 22:00,DUNWOD,61760,50.02,1.88,0.00
03/14/2026 22:00,GENESE,61753,46.17,-1.98,0.00
03/14/2026 22:00,H Q,61844,47.54,0.19,0.80
03/14/2026 22:00,HUD VL,61758,49.59,1.44,0.00
03/14/2026 22:00,LONGIL,61762,49.93,1.78,0.00
03/14/2026 22:00,MHK VL,61756,52.22,1.30,-2.77
03/14/2026 22:00,MILLWD,61759,49.88,1.73,0.00
03/14/2026 22:00,N.Y.C.,61761,50.26,2.12,0.00
03/14/2026 22:00,NORTH,61755,61.00,0.72,-12.13
03/14/2026 22:00,NPX,61845,48.68,0.53,0.00
03/14/2026 22:00,O H,61846,42.90,-5.25,0.00
03/14/2026 22:00,PJM,61847,40.36,-1.35,6.44
03/14/2026 22:00,WEST,61752,43.77,-4.38,0.00
03/14/2026 23:00,CAPITL,61757,43.64,0.77,0.00
03/14/2026 23:00,CENTRL,61754,43.15,-0.09,-0.37
03/14/2026 23:00,DUNWOD,61760,44.33,1.46,0.00
03/14/2026 23:00,GENESE,61753,41.46,-1.41,0.00
03/14/2026 23:00,H Q,61844,42.39,0.26,0.74
03/14/2026 23:00,HUD VL,61758,44.03,1.16,0.00
03/14/2026 23:00,LONGIL,61762,44.63,1.76,0.00
03/14/2026 23:00,MHK VL,61756,46.51,1.07,-2.57
03/14/2026 23:00,MILLWD,61759,44.20,1.33,0.00
03/14/2026 23:00,N.Y.C.,61761,44.59,1.72,0.00
03/14/2026 23:00,NORTH,61755,55.00,0.86,-11.27
03/14/2026 23:00,NPX,61845,43.00,0.13,0.00
03/14/2026 23:00,O H,61846,38.89,-3.99,0.00
03/14/2026 23:00,PJM,61847,33.10,-0.98,8.79
03/14/2026 23:00,WEST,61752,39.70,-3.17,0.00
